City,Region,Longitude,Latitude,tif_count_2000,tif_count_2021,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Bakal,EUROPE,58.79868421,54.94385965,19.0,19.0,28.46362159,0.385841284,685.523,0.623900712,18749.99997,11893.99998,-6855.999988,0.001464874,0.017402657,212.0,1.032894743,9.328070189,23.34163565,1138.183767,21.79999994,-18.16315802,39.96315785,14.76491215,-11.63070172,14.76491215,-13.01491225,601.7894737,97.52631579,23.31578947,44.85834262,244.6842105,77.2631579,244.6842105,87.31578948,A,-4.685422787704131,-1.2381553778727379,1.0,0.9991705557664831
Baker Lake,NORTH AMERICA,-96.025,64.325,1.0,1.0,1.985910896,0.526426574,94.596,0.504880753,1.42e-05,1310.999993,1310.999979,0.0,0.0,0.0,-11.5583334,7.866666317,15.01272297,1631.197021,16.60000038,-35.79999924,52.40000152,7.983333588,-30.60000038,8.666666984,-30.60000038,277.0,46.0,7.0,61.95467377,133.0,24.0,116.0,24.0,A,-8.190333454807394,-1.4821999624538869,1.0,0.9991146381777066
Bakersfield,NORTH AMERICA,-119.0465937,35.36709246,411.0,411.0,433.7072704,2.506102963,450.0312956,0.853751412,343276.9999,521108.9999,177831.9999,0.066099687,0.035985508,7141.712896,18.35911391,15.21417275,44.06208827,712.1541455,36.87055967,2.34209245,34.52846729,11.72092458,27.11277373,27.11277373,9.845579885,158.4963504,30.46958637,0.02919708,77.04597711,83.99756691,4.02919708,4.02919708,71.45255474,D,-1.2410663897142642,2.5983555669964447,0.7653271028037384,0.767082603239493
Baku,ASIA,49.87682018,40.42059211,380.0,379.9999999,429.5146701,3.337033755,150.0805053,0.856501487,1898372.999,1585959.999,-312412.9999,0.006435664,0.034631363,5287.594737,13.99252192,6.934956144,24.76860448,804.6278325,29.37236843,1.378684205,27.99368429,10.64723683,23.95855264,23.95855264,4.645131595,247.7710526,35.64736842,4.255263158,43.87956536,93.91315789,22.16578947,22.16578947,72.06578947,B,-2.18908691829576,0.37875511923182104,0.4287749287749286,0.4164188469728756
Balakhna,EUROPE,43.57090643,56.51052632,57.00000001,57.00000001,88.8870081,1.056077638,103.812,0.671325313,75608.99994,22212.99998,-53395.99995,0.06342003,0.049329583,101.9473685,4.151827469,7.63874274,20.76235176,1073.264015,23.17719309,-13.61403522,36.79122891,17.12748551,-3.055263244,17.12748551,-9.196491342,573.1052631,69.56140351,26.31578947,29.26352043,192.5964912,91.01754386,192.5964912,105.3333333,B,-3.96238025155153,-1.3290570060629954,0.5712250712250715,0.6333876968923984
Balakovo,EUROPE,47.79297189,52.01536145,83.0,83.0,116.0445749,1.213462228,133.5591144,0.809126214,192797.9997,133928.9999,-58868.99982,0.083077523,0.016093847,171.4096384,6.630371478,9.296485924,20.41058945,1334.34768,28.85421695,-16.73373498,45.58795198,-4.833534126,5.740160603,22.30542183,-9.723895624,497.8554217,54.77108434,30.27710843,19.98877829,152.5662651,92.48192771,137.5662651,115.1686747,B,-4.586370611322914,-0.8346466510320301,0.5712250712250715,0.6362737799681035
Balancan,NORTH AMERICA,-91.54166667,17.80666667,4.999999998,4.999999998,4.51918427,0.519926273,190.186,0.819241571,742.9999983,4127.999985,3384.999986,0.374294588,0.276536031,929.0,26.89083328,11.5916666,64.18423157,202.8727203,36.34000015,18.27999954,18.06000061,27.72333374,26.58666687,29.00000038,24.06666679,1763.6,268.6,45.0,56.17911682,751.8,163.8,418.4,245.0,L,3.9539935882878923,-0.13295987427986636,0.9121923076923076,0.8510406089512045
Balashov,EUROPE,43.17218137,51.54546569,68.0,68.0,94.08776668,0.452666134,160.934,0.781188428,97468.99995,53750.99996,-43717.99999,0.142945586,0.017360778,293.5294118,6.025245092,9.229656809,23.91172016,1136.024051,26.36764667,-12.23088231,38.59852881,19.59509785,-1.283088191,19.59509785,-7.926225466,505.75,59.44117647,27.23529412,23.19040234,160.3970588,89.25,160.3970588,116.1029412,B,-3.6025448117572596,-0.7135895354696404,0.5712250712250715,0.637321805487472
Balboa,SOUTH AMERICA,-79.57033586,8.976530832,18.88909479,18.88909479,16.45652036,3.015486314,30.30449106,0.653018463,76847.94427,44344.30954,-32503.63474,0.004665867,0.003938789,2233.951269,26.95698673,6.711646903,76.89090798,64.91384115,31.47524268,22.74679934,8.72844334,26.34468271,27.28686464,27.86543651,26.28484901,2150.49403,410.1882047,12.75439248,74.22526796,1003.072352,70.52012653,282.8525193,928.101642,M,4.770938990991485,-1.8454856808693805,0.9589893617021273,0.9319951156714492
Balcarce,SOUTH AMERICA,-58.26512346,-37.84722222,27.0,27.0,29.42617742,1.677380317,114.213,0.732318557,15967.0,23361.99999,7394.999988,0.330326501,0.114094469,319.0000001,13.86018513,11.8037038,47.36908199,478.424304,28.01851859,3.099999905,24.91851821,17.30000016,8.072222356,19.82777772,8.072222356,843.7777778,101.4074074,46.96296296,19.13049691,256.0740741,165.5925926,228.5185185,165.5925926,C,-0.6901439315969676,-0.9165051275229437,0.8307968127490041,0.7937200663404741
Baleshwar,ASIA,86.78782822,21.35202967,3413.594668,3413.594668,3154.0383,0.096211977,144.7249064,0.714932444,2268632.307,3081965.139,813332.8316,0.608162596,0.015727632,194.4375696,26.7062718,9.571215934,43.71917006,368.3613372,36.06827285,14.18171379,21.88655909,28.60914817,21.58598043,30.4919878,21.55685863,1595.504441,344.0057788,6.586355505,93.97960286,928.4348455,54.94039356,370.2553511,55.99449145,K,3.496577891142526,1.1896664672295407,0.49111111111111105,0.6503752375635319
Balikesir,ASIA,27.90376106,39.64830383,113.0,113.0,126.2860499,1.620332758,386.252,0.803447174,265313.0,227041.9999,-38271.00004,0.246161785,0.061946498,5693.88496,14.13510329,11.90560473,38.43695281,727.8446391,31.32300873,0.349557531,30.97345175,6.967404154,23.18274327,23.18274327,5.482448434,646.5044248,112.2566372,11.23893805,59.27964236,289.2212389,48.44247788,48.44247788,281.2477876,D,-1.2654258972987713,0.5909879743777497,0.3631619937694706,0.5223528055110856
Balikpapan,MALAY ARCHIPELAGO,116.8423289,-1.245364238,74.9999999,75.99999992,65.41793383,2.146684955,61.604,0.79529817,265470.0,387971.9996,122501.9997,0.24126964,0.02576047,2443.378378,27.62922983,8.260984999,89.26551541,22.54693794,32.38939436,23.13484897,9.254545385,27.44494947,27.80479824,27.88106072,27.40757578,2574.287879,257.6363636,147.6363636,16.25021474,731.3484849,512.5757576,518.8333333,730.9848485,N,5.35291557985958,-5.1111159194966405,0.9688965517241386,0.981630119071026
Balkanabat,ASIA,54.35899123,39.51491228,38.0,38.0,42.38621621,2.748679673,159.552,0.494404933,107718.0,96846.99992,-10871.00003,3.58e-05,0.391455967,423.7105264,17.29682009,10.08442984,27.2056686,1039.672582,36.66315792,-0.402631584,37.06578978,16.66710527,29.32763165,30.04342099,4.488157962,154.8157895,23.0,2.710526315,46.9615604,61.02631578,15.47368421,16.26315789,44.92105263,D,-1.569167573153316,2.191341143896906,0.7653271028037384,0.7615906241474767
Balkh,ASIA,66.85742703,36.72758652,404.3252611,404.3252611,434.1009579,0.056111175,689.5614353,0.690941018,125359.1813,159192.9845,33833.80323,0.436567916,0.071958684,478.8659339,17.19970187,13.30774928,32.77428996,1017.935457,38.72214972,-1.881711406,40.60386132,6.303845578,29.28193149,29.96030443,4.712316481,183.5242366,47.02165579,0.0,96.71011198,107.9278074,0.0,0.356148908,82.84432022,D,-1.360379698807515,3.2103260606335358,0.7653271028037384,0.7776213210579149
Ballarat,AUSTRALIA,143.8445341,-37.55752688,93.00000001,93.00000001,100.9614402,0.600694923,327.38,0.794692976,54125.00001,78251.99997,24126.99996,0.071886486,0.165039265,403.0645161,12.30349465,10.40878137,46.68638336,414.1569004,25.2967742,3.003225796,22.29354838,9.445878121,17.48745516,17.48745516,7.27634411,717.5053763,77.06451612,38.74193548,22.15841082,229.1075269,127.9677419,127.9677419,207.3548387,C,-1.2202871946635798,-1.0451556408593081,0.8307968127490041,0.8017247905796641
Ballina,AUSTRALIA,153.5601449,-28.85507246,23.00000001,23.00000001,22.59949882,0.338276185,94.299,0.671653665,802.9999998,16682.99996,15879.99996,0.135872925,0.108756774,653.1304341,19.875,8.90350864,49.28314651,340.8975011,28.05789466,9.99473677,18.06315754,21.10614034,17.56315783,23.77719297,15.40350864,1800.631579,218.3684211,63.52631578,35.17641791,621.5263158,242.9473684,546.3157894,365.7368421,H,1.8599820935745328,-2.628132676343049,0.1649789915966386,0.19476739105288987
Balqash,ASIA,74.96955128,46.84615385,26.0,26.0,32.71064602,1.082744514,357.0698269,0.527175052,84982.99994,84810.99987,-172.0000644,7.64e-05,0.02208711,3669.500003,5.979166746,9.981410173,21.39162518,1373.539607,29.10384604,-17.55000012,46.65384601,15.04807696,14.60705145,22.28461537,-11.28653849,150.9615385,15.61538462,4.307692308,23.66656105,44.69230769,25.11538462,38.96153846,40.11538462,A,-4.521041281543746,0.5503419128621304,1.0,0.999206098513811
Balsas,SOUTH AMERICA,-46.04607843,-7.520098039,17.0,17.0,14.75654038,1.200755465,352.737,0.652975395,42996.99993,70155.99993,27159.0,0.056802837,0.330409063,475.0,25.78112748,12.25245094,70.48807301,80.38773525,34.57646987,17.19411794,17.38235193,25.19019587,25.55196111,26.96862737,25.18725474,1262.235294,213.2352941,3.764705882,78.77959891,602.117647,16.52941176,138.1176471,504.1764706,J,3.086055035654314,1.19041359065071,0.7183443708609271,0.755136131765186
Baltasar Brum,SOUTH AMERICA,-57.33333333,-30.72083333,1.999999998,1.999999998,2.002159425,0.200853305,72.802,0.525543592,18.99999998,1600.999992,1581.999992,0.023951138,0.567407303,377.9999994,19.05208302,12.05416679,47.73942757,474.9914246,32.45000076,7.199999809,25.25,24.35833359,13.26666641,24.89166641,13.26666641,1440.5,158.0,70.5,25.29323864,463.5,237.0,430.5,237.0,H,1.196089382110927,-1.186568728717106,0.1672478991596638,0.27974944019328096
Balti,EUROPE,27.89869048,47.76154762,70.0,70.0,89.6052403,0.269372773,133.427,0.808313608,285327.9997,122793.9999,-162533.9998,0.243044846,0.037001114,432.6857143,8.948690469,9.62833346,29.9678578,870.2548383,25.69142873,-6.437142917,32.12857173,17.92047634,-0.754047631,19.35547638,-1.91666668,573.3285714,90.57142857,25.72857143,42.19948349,232.0285714,94.2,226.1428571,98.94285714,B,-2.5266019666108,-0.589697728327864,0.5712250712250715,0.6671165682562044
Baltimore,NORTH AMERICA,-76.65606646,39.26390813,1847.099901,1888.099901,2098.460688,4.173352011,110.5362924,0.780908231,1775527.914,1998935.259,223407.3447,0.054917738,0.011826952,8280.696393,12.99457421,10.79064571,31.08023734,891.9869795,30.60446656,-4.10503215,34.70949881,21.91865598,1.835034944,23.8571384,1.835034944,1131.439699,112.7469261,74.80792962,11.09304028,312.8299583,251.2988463,301.610043,251.2988463,I,-1.6093264514863086,-2.193208588054081,0.46386524822694986,0.48758602088989633
Balykchy,ASIA,76.18464912,42.46491228,38.0,38.0,44.32616978,0.077986528,2388.792,0.525533601,63030.99997,29035.99998,-33994.99999,0.019098078,0.066810091,332.6315791,7.078070201,9.932894807,27.75792915,951.8345321,25.05526332,-10.72368421,35.77894733,16.46666662,-3.171929842,18.34298229,-4.894298265,175.4210526,35.36842105,2.0,82.05654004,97.15789474,7.184210526,95.05263158,7.684210527,A,-3.8465663769060643,1.2023714818007647,1.0,0.9554189397756091
Balyqshy,ASIA,51.87151255,47.0824593,23.2668437,23.2668437,29.4016198,1.714559564,-23.244,0.622087853,28333.84843,35820.17626,7486.327833,0.004510457,0.331262646,7245.876066,9.608997432,10.29617712,23.01365478,1281.031062,33.1313692,-11.60748824,44.73885764,22.14197898,-4.862199196,25.1390327,-6.248498983,157.4794222,17.26895576,9.300857309,17.45605114,47.47062312,32.94275093,44.18299653,33.41591748,E,-3.807915312634624,0.8985390554359552,0.5938866396761139,0.5631679910402002
Bama,AFRICA,13.6872807,11.52061404,19.0,19.0,16.68653695,0.0,346.464,0.612562372,43025.99991,86551.99981,43525.99991,0.606488063,0.234433713,253.0,27.65942975,14.50833296,56.16526433,285.6357486,40.17368397,14.34210521,25.83157911,27.09210526,24.30350896,31.32192993,24.23245641,654.8421053,206.3684211,0.0,130.7770113,488.6315789,0.0,142.8421053,0.0,K,2.8594885047379757,3.7964396102985325,0.7834722222222222,0.8433403276661668
Bamako,AFRICA,-7.991585761,12.63033981,206.0,206.0,181.6681921,1.027046845,382.5561068,0.888387663,879774.9997,2189147.999,1309372.999,0.095346646,0.218055639,10357.1699,27.95738266,14.58612457,60.10307919,242.0930039,39.52572821,15.25776692,24.26796128,26.75720057,25.71779921,31.42305823,25.43940131,887.2281553,263.9466019,0.0,123.5291847,635.9708738,2.04368932,73.25242718,4.0,J,2.7633349079123297,3.0483280295344746,0.39072847682119216,0.5408956080675216
Bambari,AFRICA,20.66736111,5.767361111,12.0,12.0,10.37915325,0.0,503.404,0.521615505,35615.00001,40799.99992,5184.99991,0.037353709,0.05597189,175.25,25.51909717,12.58402769,67.35490545,98.30832291,35.17499987,16.49166663,18.68333324,24.92500019,25.54027764,27.00972207,24.7611111,1508.083333,216.4166667,11.25,62.72355239,633.9166667,64.24999999,257.8333333,614.0833333,J,3.1117025079813003,0.25301464785982347,0.8260927152317883,0.8142109392057174
Bamenda,AFRICA,10.06813725,6.009264706,340.0,340.0,294.2041463,0.013577446,956.0438659,0.520467388,233937.9999,504345.9997,270407.9998,0.168209265,0.043577535,274.9088235,22.53430145,10.15286763,68.93722047,122.1283303,30.71735289,15.97352949,14.7438234,21.02416673,23.20534316,24.07833332,21.02416673,2127.444118,373.6382353,10.56470588,75.72227364,1058.9,51.76470588,314.5970588,1058.9,M,3.852569845474291,-1.3260949809752762,0.9589893617021273,0.9304212447918555
Bamian,ASIA,67.525,34.83333333,1.000000001,1.000000001,1.048362771,0.000120313,3230.67,0.207679995,97.99999904,53.99999933,-43.99999971,0.000530913,0.511698898,199.0,1.991666793,13.55000019,33.45679092,975.4831543,22.20000076,-18.29999924,40.5,-4.083333493,12.33333303,13.58333397,-10.73333359,352.0,86.0,0.0,89.51829529,206.0,9.000000005,9.999999991,109.0,F,-4.613741896262588,1.5200496207201724,0.11357594936708867,0.17349574353312602
Banamba,AFRICA,-7.45,13.55,3.000000002,3.000000002,2.655542314,0.000205355,359.409,0.647118973,1491.999992,13685.99993,12193.99994,0.395639128,0.431401169,295.0,26.90833282,15.93333276,59.08531443,264.8576558,39.5,12.53333346,26.96666654,26.1722215,23.95555496,30.31111018,23.80555534,651.3333333,205.3333333,0.0,133.6437124,495.3333333,1.0,121.0,3.0,G,2.6178770925191004,3.944554976827839,0.8743628509719227,0.8362294003457875
Banda Aceh,MALAY ARCHIPELAGO,95.3788262,5.526232166,257.0,257.0,222.1945098,0.444984619,176.305,0.797885014,353333.9999,464431.9996,111097.9997,0.558318683,0.082106856,1011.190662,27.16052289,8.601176454,85.72822191,54.65474683,32.52156866,22.49019606,10.0313726,26.52934636,27.75568627,27.76124192,26.46405229,1825.772549,253.5686274,83.59215687,36.26188802,691.7647059,269.3294118,296.3686275,662.8784314,N,4.833006726553287,-2.1630330837680365,0.9688965517241386,0.9812214280588912
Bandar Lampung,MALAY ARCHIPELAGO,105.2604948,-5.399166667,159.0,161.0,139.1682801,1.033933904,57.923,0.850132093,699074.9999,1127977.999,428902.9995,0.438075667,0.041656842,1398.068322,26.28265695,8.356439337,83.30447343,35.71060292,31.48961039,21.45779217,10.03181822,25.87088741,26.22911253,26.61645032,25.87088741,2195.863636,289.0454545,94.46753247,39.86971409,838.4090909,308.0714286,467.5714286,838.4090909,N,5.073222337100519,-3.34499131151438,0.9688965517241386,0.9814941721372493
Bandar Seri Begawan,MALAY ARCHIPELAGO,114.9046569,4.914411765,170.0,170.0,146.8337088,2.782476604,62.65037883,0.854701268,113319.9998,253672.9996,140352.9999,0.085883795,0.022167188,400.4705882,27.40687867,7.601232644,88.19840362,38.3550253,31.951479,23.33372786,8.617751139,27.05305712,27.49556207,27.91597619,26.97307696,3746.455621,405.2840237,200.964497,22.21253256,1190.988166,696.0177515,848.8994083,1036.934911,N,6.857257937329353,-8.162297373975964,0.9688965517241386,0.9817463895065456
Bandar-e Bushehr,ASIA,50.83367347,28.94183673,48.99999995,48.99999997,48.18316114,2.724136435,0.699581629,0.711584267,168917.9997,217190.9997,48272.99993,0.015217489,0.000218363,277.4081631,22.09423775,10.61258872,34.99233368,767.6402263,37.21489367,6.889361808,30.32553239,12.38794341,29.39042562,31.08226947,12.38794341,248.106383,73.95744681,0.0,123.1485023,178.0212766,1.0,1.0,178.0212766,D,-0.2721483450110582,2.4432066147413014,0.7653271028037384,0.7664523134110818
Bandar-e-Abbas,ASIA,56.2829955,27.19470721,73.99999996,73.99999998,71.59286216,3.451749375,500.46,0.603129459,373016.9997,483484.9997,110468.0,0.000848477,0.00058064,173.5,26.73647339,8.989613492,36.66444303,602.2463158,37.44202899,12.92608696,24.51594198,19.66666664,33.43743974,33.48454124,18.83115937,195.7246377,47.79710145,0.0,113.0583098,133.4057971,3.449275363,3.449275363,129.7971014,G,0.6903074045868686,2.6744485390642603,0.78963282937365,0.7603221812424993
Bandjarmasin,MALAY ARCHIPELAGO,114.6003086,-3.329259259,135.0,135.0,116.3721917,0.817709204,17.689,0.736834693,516155.0,788867.9993,272712.9993,0.371443012,0.068730697,481.1185182,27.67462965,8.738271572,78.82822283,37.90900215,33.13703704,22.04814825,11.08888879,27.36432136,27.37679017,28.04456779,27.33740736,2596.17037,342.0888889,103.9703704,41.87200043,977.1481481,340.0888889,673.3925926,661.8666663,N,5.653224550987599,-3.660326988815425,0.9688965517241386,0.9809066198789055
Bandundu,AFRICA,17.37752525,-3.303535354,33.0,33.0,28.44579052,0.187542683,340.052,0.751225891,89144.99986,191231.9998,102087.0,0.153917066,0.144340463,223.1818181,26.18358554,9.502525069,80.05544212,56.76875421,31.89999962,20.03030315,11.86969647,26.10656559,25.45959617,26.88131321,25.45959617,1582.848485,240.9393939,13.21212121,52.66134181,613.3636364,88.93939394,471.9393939,88.93939394,J,3.5812530887344214,-0.04352862488459253,0.8260927152317883,0.8088282908349274
Bandung,MALAY ARCHIPELAGO,108.0628661,-6.746042687,10345.84455,10351.84455,8970.66732,0.272828309,212.8442628,0.701150897,14393831.6,21696594.66,7302763.063,0.538649479,0.068264459,491.6247404,25.32389013,8.500537131,80.45865361,44.77472381,30.72026167,20.1513006,10.56896107,25.00174806,25.16282104,25.78339277,24.82019465,2289.891603,375.9294238,44.84992902,63.20128573,1006.492583,166.8791933,464.964853,712.4233234,N,5.562088747707039,-0.7058276078434174,0.9688965517241386,0.9813995514473302
Banes,NORTH AMERICA,-75.72575758,20.96363636,11.0,11.0,10.13685137,0.218309638,176.223,0.651879579,18973.99997,24626.99996,5652.999984,0.370562502,0.167581986,1915.0,26.24128793,7.696212118,58.87107849,184.8130743,32.62727252,19.55454584,13.07272668,26.69545468,24.86969705,28.44090895,23.84848491,1102.363636,167.6363636,47.54545454,43.48839985,420.2727273,173.0,210.5454545,224.5454545,J,2.93155766083052,-0.40522018722020664,0.8260927152317883,0.7948607168738064
Banff,NORTH AMERICA,-115.575,51.18333333,1.000000002,1.000000002,1.372747204,0.201272425,1912.638,0.524199554,6.999999987,3940.999983,3933.999983,0.0,0.0,197.0,2.291666746,12.01666641,33.5661087,866.9036865,21.20000076,-14.60000038,35.80000305,10.5666666,-6.133333683,12.78333378,-8.5,466.0,64.0,22.0,35.62945938,170.0,74.0,168.0,82.0,A,-4.475425455860849,-0.6244687259843847,1.0,0.9991146381777066
Banfora,AFRICA,-4.761666667,10.63666667,9.999999999,9.999999999,8.755907269,0.099074317,332.198,0.756671443,6234.999979,60407.99985,54172.99987,0.441481089,0.177714214,189.9999999,27.49333344,10.42666636,72.30766449,92.35298461,34.38000069,19.95999985,14.42000084,27.06833344,26.68500023,28.80333385,26.60666637,1071.8,273.1,1.799999999,101.0704384,660.6,9.799999999,187.4,15.2,K,3.6802490756401722,1.9773241408932223,0.5945370370370369,0.749969427939019
Bangalore,ASIA,77.71786974,12.84926247,3401.0,3401.0,3001.898725,1.439715727,738.7274793,0.745771492,8204905.999,11744323.99,3539417.996,0.564731704,0.02551704,2806.062923,24.07421836,10.87973144,56.26077727,221.5852181,34.2342841,14.8968833,19.33740077,23.74547683,23.61588263,27.04204649,21.29819657,775.8144663,169.1393708,2.299323728,85.54141094,416.62217,11.73390179,137.0441047,77.22581594,K,2.2598661253136747,2.6258382385228334,0.7834722222222222,0.8456378005983557
Bangassou,AFRICA,22.81770833,4.742708333,24.0,24.0,20.72421668,0.0,498.017,0.563618758,11759.99998,31881.99997,20121.99998,0.307262834,0.215339448,181.3750001,25.38541667,12.55277777,67.97585106,82.21391932,35.0333333,16.56666692,18.46666638,24.80069423,25.45624995,26.63402788,24.69513909,1550.333333,229.625,16.375,62.14359522,648.0833333,60.95833333,244.8333333,610.4166667,J,3.4449011714759967,0.4956281391818132,0.8260927152317883,0.8148710785820283
Banghazi,AFRICA,20.10294872,32.11288462,129.9999999,130.0,132.0744814,6.881060545,130.561,0.835801823,577345.9999,491969.9999,-85376.00006,0.02800247,1.84e-05,14470.1,20.26987177,9.361153845,43.47938009,489.7556354,30.93384622,9.416923075,21.51692319,14.12435895,25.64192313,25.73294883,14.12435895,226.7923077,61.20769231,0.0,109.7813481,153.4,2.0,3.153846154,153.4,I,-0.5920424642363183,1.240577753912277,0.6233333333333331,0.6843889866554248
Bangkok,ASIA,100.555588,13.77849063,2829.0,2829.0,2506.612778,3.069813643,4.949336868,0.863403683,8597929.997,14085034.99,5487104.998,0.282565052,0.010173108,7161.429834,28.26427684,8.832531817,61.84761938,132.9771176,34.80873403,20.52468166,14.28405237,28.2605256,26.65586393,29.74841467,26.4577558,1249.668317,277.238331,5.84688826,86.07933878,662.9833805,27.35678925,333.2468175,59.32355021,J,3.7596755987426698,1.598072485124161,0.8260927152317883,0.8236903398850326
Bangor,NORTH AMERICA,-68.78560606,44.81145833,88.00000001,88.00000001,106.7386952,1.254603749,47.499,0.727893253,38232.99998,52849.99996,14616.99998,0.051338954,0.022314906,4314.068183,6.891761368,11.79545452,28.92013366,1023.940591,27.12386368,-13.66250005,40.78636395,2.209090932,-4.907954541,19.25113641,-6.231818177,1086.738636,105.2272727,71.86363636,9.120307424,298.4090909,244.4431818,266.9318182,257.6590909,B,-3.5319213810376757,-2.7308642542528343,0.655128205128205,0.6964822799829501
Banguela,AFRICA,13.4127451,-12.5745098,16.99999999,17.0,14.98925283,1.373749767,271.507,0.776238104,31751.00007,288454.9999,256703.9998,0.020313227,0.426172351,1310.588235,24.74289232,7.796568562,53.51456092,237.6681169,31.69411738,17.12941226,14.56470512,27.37647101,21.45490186,27.37647101,21.45490186,369.5882353,139.2941176,0.0,131.144043,261.2352941,1.0,261.2352941,1.0,G,1.8561678504830077,2.163034540934737,0.8743628509719227,0.8368410842240169
Bangui,AFRICA,18.54628099,4.390151515,121.0,121.0,104.4333239,0.132276416,428.184,0.831389986,429850.9998,1069329.999,639478.9994,0.275019539,0.104097933,177.1239669,25.67420803,10.98891179,71.18801193,86.1102276,33.83471081,18.39504127,15.43966954,24.93856741,25.67245181,26.93980715,24.93856741,1538.958678,233.0413223,19.45454545,59.55872805,646.1239669,74.2892562,248.7107438,646.1239669,J,3.604081055410854,0.029530078021442842,0.8260927152317883,0.7920582209271227
Bani Walid,AFRICA,13.99136905,31.75654762,28.0,28.0,28.33676644,2.66108731,347.6630895,0.621962223,211.9999999,32163.99999,31951.99999,0.030407212,0.0,1188.285715,20.87366077,11.23660718,39.74001258,643.9656132,34.83571475,6.560714228,28.27500023,14.14166672,28.61904744,28.61904744,12.80476189,89.60714286,14.53571429,0.0,64.12216772,38.42857143,0.0,0.0,33.89285714,D,-0.8360335768748485,2.163329270460145,0.7653271028037384,0.7555307716893607
Banja Luka,EUROPE,17.20252525,44.80260943,99.00000001,99.00000001,120.062651,1.204537358,630.005,0.765757802,204189.9999,152279.9999,-51909.99999,0.150703848,0.017818691,454.5454544,11.15597642,11.15555564,35.85693352,749.5584113,27.61515159,-3.495959603,31.11111117,18.55050507,3.291245771,20.19410779,1.638383801,1006.848485,104.6161616,59.13131313,15.35116168,292.2323232,196.5757576,290.010101,205.989899,B,-1.6797224907913246,-1.645911834584309,0.646296296296296,0.7058550654759332
Banjul,AFRICA,-16.58611111,13.46,6.999999995,7.999999989,7.078757501,0.378701081,12.592,0.734684954,64447.99985,36441.99993,-28005.99992,0.003130783,0.0,559.9999995,26.19464302,9.810714313,67.59381213,122.0665632,32.3857133,17.87142808,14.51428522,27.00238064,25.61904771,27.15476172,24.39523779,859.4285714,320.1428571,0.0,152.2689471,735.0,1.0,286.5714285,3.0,K,3.1347454605241465,1.5534868534565072,0.5945370370370369,0.7693877072702605
Bannu,ASIA,70.6003196,32.89410511,704.0,704.0,721.4749583,0.091794665,606.3376161,0.704749573,554077.9997,765433.9995,211355.9998,0.548645092,0.025877104,151.2698864,23.88002486,13.61779122,37.07696468,833.824533,41.41448861,4.692329491,36.72215931,32.99990535,18.8234139,33.29152468,13.05120737,331.9446023,69.62926136,3.751420455,73.66215684,152.3025568,19.82528409,151.8764205,58.37073864,K,0.5914857814338755,3.4345635425962984,0.7649537037037036,0.7680439942727463
Bansang,AFRICA,-14.65833333,13.43333333,1.000000002,1.000000002,0.884748564,0.0,40.127,0.470460864,128.9999995,3861.99998,3732.999981,0.349475364,0.168957911,426.0,27.79999924,14.08333397,58.68055725,221.020401,39.20000076,15.19999981,24.0,27.25,26.85000038,30.68333435,25.25,789.0,231.0,0.0,135.201889,623.0,1.0,97.99999998,6.0,K,2.9953267596119146,3.2804375046271868,0.7834722222222222,0.8386374207715245
Banska Bystrica,EUROPE,19.14348958,48.74127604,64.0,64.0,83.50939578,0.591700119,559.367,0.785191327,84979.99997,74605.99996,-10374.00001,0.08506479,0.020990253,2121.343751,7.732747376,10.64388019,34.29464632,769.5407162,24.35937488,-6.674999975,31.03437486,15.67916666,-0.431250007,17.0307292,-1.92005207,729.96875,88.40625,40.96875,23.00080404,235.5,130.8125,232.953125,141.203125,B,-2.7468095490325273,-1.388613249975067,0.6549572649572649,0.6996791164261991
Banyuwangi,MALAY ARCHIPELAGO,114.3373611,-8.204027778,60.00000002,60.00000002,52.16787476,0.311593928,165.097,0.655262775,60701.99992,196226.9998,135524.9999,0.398911595,0.090400335,1770.249999,25.72402766,8.058611131,81.75997836,62.15202104,30.50999991,20.65333325,9.85666666,25.9194445,25.12527758,26.2847222,24.84388882,1575.233334,261.6,47.93333334,57.66474018,701.2166668,173.7166667,404.5833334,183.2666667,J,3.9682993464970027,-1.0867185284395935,0.6162251655629132,0.5432330921597048
