City,Region,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter
Corner Brook,NORTH AMERICA,-0.120722698,-0.300076647,-0.218454065,-0.833630216,-0.162834435,-0.162001344,-0.129962106,-1.037169965,-0.768027307,-0.535252245,-1.521529582,-1.048782243,-1.150798641,0.668095811,-1.828353399,-1.201519308,0.507977855,-3.206513138,-0.967294153,-1.788007215,-1.222734833,0.453675645,-0.233205304,1.341111766,-1.171789492,-0.107964127,1.290525982,0.188822637,0.497983883
Cornwall,NORTH AMERICA,-0.112871184,0.109475578,-0.580564728,-0.094537518,-0.152280941,-0.156759655,-0.142501607,-0.118280863,-0.802485757,-0.395745255,-1.166263715,-0.191864864,-1.142006965,1.319695495,-0.563499308,-1.339441117,1.289050887,0.024375165,-1.532048404,-0.691342022,-1.312056853,0.012821147,-0.563588674,1.084417256,-1.392780302,-0.481842951,0.976636798,0.006326124,0.106580159
Coro,SOUTH AMERICA,-0.120755643,1.080546668,-0.592031038,0.089065072,-0.12943565,-0.129823993,-0.107494228,-1.011827058,-0.785315961,-0.594709999,1.308953666,-1.023758169,1.444632701,-1.21063294,0.589950165,1.467572806,-1.425817142,1.091676343,0.998682862,0.977390608,1.330575295,-0.573560044,-0.558752931,-0.465739014,-0.190160542,-0.527236747,-0.417691767,-0.392395264,-0.300858337
Coronel,SOUTH AMERICA,-0.120899935,0.643400914,-0.663768174,0.653751399,-0.160982084,-0.146946512,-0.075808615,-0.977257832,-0.64733669,-0.620324067,-0.438226125,-0.310617309,0.487994357,-0.733838158,-1.247584102,0.169095974,-0.809037863,-1.328658969,0.228599499,-1.323405918,0.022600772,0.285893163,0.62352608,-0.342959537,0.660084765,0.688223651,-0.33780263,-1.014320913,1.752232958
Coronel Bogado,SOUTH AMERICA,-0.129289297,-0.421672648,-0.648769546,-1.255324045,-0.158802149,-0.163111578,-0.14716443,0.326456624,2.423101942,-0.397381957,0.60952205,0.153077183,0.295480419,-0.474122542,0.431200425,0.600490549,-0.490380211,0.613431403,0.328095866,0.549978759,0.592354196,1.011752163,0.173448323,1.916829165,-1.262144846,0.152712785,2.195636209,0.823797179,0.583978405
Coronel Oviedo,SOUTH AMERICA,-0.125686537,0.36228516,-0.520289407,-0.495796448,-0.13778501,-0.150411116,-0.163119405,0.314334571,1.272654789,-0.48938758,0.708646418,0.08798917,0.373445405,-0.547198525,0.466717452,0.684775874,-0.571466003,0.890358561,0.346945962,0.619732911,0.683585126,0.880504506,0.098708191,1.342214673,-1.022967618,0.197403242,1.508965911,0.784273768,0.27329399
Coronel Suarez,SOUTH AMERICA,-0.127026329,0.194082987,-0.428874186,0.316562321,-0.162359192,-0.162997082,-0.135437799,0.72718897,-0.612096927,-0.330053023,-0.242549062,1.115929099,0.010452305,-0.051573965,0.031224549,-0.166905252,0.210342304,0.132585895,-0.449486251,-0.372150063,-0.125622603,-0.202806675,-0.472941082,-0.002228832,-0.617916032,-0.461467793,-0.054975575,-0.011243857,-0.411979612
Corpus Christi,NORTH AMERICA,-0.092832255,2.345794113,-0.77627037,0.949806602,-0.113397027,-0.123296321,-0.132285708,-0.400226941,-0.562713187,2.456024191,0.719254998,-0.38923808,-0.418904954,-0.035485183,0.729700562,0.42940079,-0.144156764,1.048532486,0.220591823,1.047706781,0.455696907,-0.245928294,-0.185463303,0.202253319,-0.422029855,-0.34191299,0.284515705,-0.210248021,-0.233807941
Corrientes,SOUTH AMERICA,-0.113041114,2.719587186,-0.695295162,0.783507047,-0.112081313,-0.095199677,-0.024435211,-0.672799008,-0.290340502,-0.473689341,0.553287156,0.062474705,0.065315305,-0.390317425,0.508097076,0.520553642,-0.359282059,0.591555262,0.186899302,0.561215969,0.520971168,0.671621393,0.168430404,0.530952746,-0.548025958,0.24406543,0.623984906,0.917690008,-0.114478907
Corum,ASIA,-0.11521267,0.179705481,0.778471299,0.314425097,-0.12833123,-0.14545985,-0.173332464,0.123874501,-0.635373103,1.893739834,-0.694160432,0.813747778,-0.368053804,0.416732962,-0.254509787,-0.541402521,0.507928035,-0.746508606,0.438498911,-0.741686666,-0.624980115,-0.740909914,-0.820436145,-0.191943926,-0.827003371,-0.828506988,-0.302625202,-0.868857555,-0.274395677
Corumba,SOUTH AMERICA,-0.123151673,0.354406997,-0.607362384,0.766760513,-0.163242235,-0.145636847,-0.063426009,-0.575705215,-0.40998393,-0.63253886,1.108661237,-0.197181949,0.859423459,-0.872027639,0.583909569,1.054741155,-0.946358019,1.160584812,0.711507459,0.86902399,1.047865454,0.075787371,0.115900276,-0.19697768,0.023645241,0.090609495,-0.221427072,0.829187232,-0.36967591
Corvallis,NORTH AMERICA,-0.115543741,-0.209766612,-0.415050788,0.480559139,-0.154528768,-0.154186443,-0.125120381,-0.066638523,-0.113052238,0.43789032,-0.591544474,0.332789097,-0.121312628,-0.120563027,-0.443078646,-0.140370316,-0.053120558,-1.952507012,0.346263703,-0.968972753,-0.300536687,0.444957909,0.506583205,-0.364558438,0.268016234,0.606220387,-0.199837714,-0.93057281,1.6642344
Cotabato,MALAY ARCHIPELAGO,-0.118236396,-0.714270248,0.034393875,-0.64793927,-0.118893359,-0.087279895,0.028723668,0.878136594,-0.526437808,-0.516788961,1.329240722,-0.602983352,1.967689081,-1.345823015,0.655569276,1.494510258,-1.425135437,1.137602291,1.066693877,0.922589027,1.414878469,2.451824233,1.185376149,2.452254652,-0.698105044,1.447610324,2.391020267,1.505192122,0.659784514
Cotonou,AFRICA,-0.060748469,-0.543153725,-0.746176926,1.146500199,0.044546437,0.161302636,0.501960437,0.393291397,-0.053300211,0.054352499,1.287549263,-1.391539659,1.216478145,-1.134515691,0.54271096,1.50079957,-1.487796542,1.089838166,1.115446769,1.031301048,1.284145599,0.35577839,0.885053373,-0.443852429,0.437843192,0.501793739,-0.311807554,-0.18681544,0.474016796
Cottbus,EUROPE,-0.099994878,-0.351489319,-0.545862939,0.422145328,-0.147494001,-0.149094684,-0.127108896,-0.279038304,-0.759071083,0.159206662,-0.831395812,-0.883838164,-0.775842757,0.269519774,-1.061278485,-0.4251679,-0.023295314,-0.225167591,-0.657257942,-1.032944197,-0.630727363,-0.592978617,-0.773205333,0.201431882,-1.08772693,-0.748390099,0.115607289,-0.398232722,-0.294529191
Council Bluffs,NORTH AMERICA,-0.102844602,1.999998539,-0.190748514,0.658704594,-0.149969489,-0.150726077,-0.125769792,-0.086143998,-0.564518906,1.531193671,-0.695743034,0.348978376,-0.971988684,1.264032613,0.164850589,-1.053862682,1.312297339,0.258628657,-1.288621103,0.046966252,-0.978217961,-0.295810523,-0.441848204,-0.258103231,-0.223396783,-0.355045939,-0.318607733,0.139286861,-0.527495544
Courtenay,NORTH AMERICA,-0.122593318,-0.269374586,-0.116020591,-0.343650628,-0.161710074,-0.161432072,-0.131254889,-0.618421784,-0.808226747,-0.535523417,-0.800874662,-0.873420277,-0.544146132,-0.058991728,-1.220187098,-0.249889058,-0.306000452,-2.218047733,0.252146775,-1.263693043,-0.461214892,0.578140474,0.520839042,0.184830862,0.043351756,0.651526511,0.23710408,-0.728365157,1.542497265
Coventry,EUROPE,-0.045795857,0.449932483,-0.623119045,0.993128988,-0.06883372,-0.076877714,-0.088412719,-0.290019772,-0.669837491,0.858927319,-0.810701586,-1.054321485,-0.409920324,-0.28453928,-1.531483821,-0.169546904,-0.552451182,-2.018287131,-0.566346624,-1.483519617,-0.377372239,-0.483948628,-0.817723858,0.550887674,-1.45422291,-0.775077607,0.408129994,-0.525956521,-0.092149944
Covilha,EUROPE,-0.125150429,0.044788198,0.239538928,0.84124658,-0.157894459,-0.161934214,-0.145346298,-0.339777556,-0.218260617,-0.4069709,-0.453724602,-0.771178395,-0.515691203,-0.079339176,-0.612307357,-0.020220695,-0.27646154,-1.721633509,0.483408842,-0.680055318,-0.200186134,0.450714366,0.251732791,-0.403809486,-0.098296112,0.340577558,-0.160473002,-0.904190417,1.430208089
Covington,NORTH AMERICA,0.01355127,1.455151244,-0.364337859,0.432236518,-0.054006351,-0.063864169,-0.083507768,-0.336575333,-0.55947161,1.637973232,-0.505031314,0.440170076,-0.739185971,0.849524825,0.089603474,-0.708794755,0.872185518,-0.83675471,-0.99691771,-0.025433086,-0.681835373,0.155588726,-0.376011037,1.317780883,-1.293177237,-0.338250413,1.203241472,0.108536233,0.139334446
Cowell,AUSTRALIA,-0.130552135,-0.760974515,-0.500660543,-1.101783457,-0.165782692,-0.165484823,-0.13450921,-0.887054905,-0.020481474,-0.580710889,0.102304094,-0.586556779,-0.00384802,-0.480151082,-0.383850548,0.374757379,-0.626051879,-0.871633818,0.548142575,-0.261365949,0.263203765,-1.062817477,-1.079700744,-0.386040431,-1.136274262,-1.093182252,-0.448193259,-1.05479484,-0.475014929
Cowra,AUSTRALIA,-0.128383085,-0.650848035,-0.09294646,-0.151534973,-0.165138951,-0.16431387,-0.131880338,1.567899289,-0.101053522,-0.552790683,-0.064533632,0.893167593,0.000458799,-0.036022251,0.222033559,-0.000616564,0.109538734,-0.446405578,0.510780328,-0.083138215,-0.014804834,-0.486653878,-0.745831052,0.460313352,-1.308299333,-0.775783884,0.332340155,-0.494692721,-0.124279957
Cozumel,NORTH AMERICA,-0.126574981,0.092728773,-0.792933451,0.442136026,-0.161626049,-0.151832784,-0.093249475,-1.061753604,-0.816627279,0.318349452,1.181729798,-1.067387465,0.804188581,-0.989693896,0.469316497,1.265645707,-1.248975033,1.138081226,0.907146488,0.96330087,1.154290032,0.697340049,0.622538225,0.157692668,-0.251852476,0.520820985,0.484787626,0.726015276,0.263927086
Craig,NORTH AMERICA,-0.127283927,-0.646286205,2.955383778,-0.619503861,-0.164446588,-0.16428716,-0.133967533,-0.386809288,0.737282015,-0.096522253,-1.200928794,2.409624502,-0.436020758,0.9785979,0.053727874,-1.325786409,1.575596198,-1.939662148,-1.487448883,-0.983910476,-1.180235124,-0.807455375,-0.974823462,0.061739768,-1.416779129,-0.967861712,0.002568476,-0.82651024,-0.386765485
Craiova,EUROPE,-0.109432464,0.554488535,-0.470352567,1.07195978,-0.106183904,-0.119939446,-0.14175618,0.053829689,-0.597050846,0.262834005,-0.579745858,-0.162486396,-0.816832566,0.715790019,-0.138303004,-0.551365078,0.576522435,0.090926604,-0.839056282,-0.278027553,-0.664243907,-0.581739157,-0.725246426,0.230167731,-1.018299954,-0.702122173,0.119187006,-0.435815719,-0.317024282
Cranbourne,AUSTRALIA,-0.044366093,0.336835761,-0.517166732,1.371986949,-0.093657767,-0.068081701,0.025308906,-0.810970151,-0.469403867,2.087956999,-0.209344061,-0.545255166,-0.023171893,-0.512765101,-0.689083005,0.21744623,-0.591817804,-1.042531747,0.449349264,-0.771934898,0.073200453,-0.239386399,-0.662182935,0.609533599,-1.326697985,-0.605937503,0.582484127,-0.557959027,0.120872256
Cranbrook,NORTH AMERICA,-0.121362032,-0.395756717,1.50038969,-1.068852204,-0.163013016,-0.161844113,-0.128769423,-1.007542356,-0.81132687,-0.632525058,-1.30410856,0.427402179,-0.772474757,0.741403469,-0.830971244,-1.142676516,0.92803146,-1.409204443,-0.76482778,-1.385885698,-1.154743517,-0.750139554,-0.839586966,-0.011487445,-1.012844063,-0.873541516,-0.08046658,-0.68495877,-0.288452507
Crateus,SOUTH AMERICA,-0.128808261,-0.259822689,-0.065147363,0.624663306,-0.151094513,-0.156745766,-0.146205314,-0.98893931,0.776479747,-0.582086269,1.11526068,-0.047526267,1.537322434,-1.194895613,0.568065636,1.221207023,-1.148648881,0.813543735,0.970188395,0.709111189,1.21992568,-0.269321999,0.549930876,-0.80183633,1.685295304,0.395240164,-0.842886431,-0.690417498,-0.64149282
Crato,SOUTH AMERICA,-0.108992289,-0.183227673,0.193673284,-0.50652321,-0.116900742,-0.101746046,-0.035265199,-0.676530726,0.446097261,-0.47710406,0.976501681,-0.121841356,1.398236361,-1.166472649,0.37376324,1.121018478,-1.126799543,0.690383413,0.818085909,0.510347607,1.100444649,0.169520112,0.704426213,-0.677025415,1.10467717,0.726509682,-0.667769244,-0.610097584,-0.373115732
Crescent City,NORTH AMERICA,-0.126774346,-0.502865928,-0.740443516,0.082344564,-0.163910623,-0.163408411,-0.13216218,-1.038523614,0.052334939,0.765290608,-0.515244624,-0.810911749,0.515817467,-0.769073743,-1.825492034,0.116225406,-1.030486954,-1.442871419,0.135019391,-1.5084962,-0.016501667,1.431338874,1.283647249,-0.512294246,0.371661369,1.569549437,-0.197826159,-0.868312355,2.877358082
Crestview,NORTH AMERICA,-0.120656784,-0.093599989,-0.746524108,-0.519101508,-0.161926073,-0.160822022,-0.128138295,-0.80605843,-0.776342843,0.214813768,0.308314798,0.513904318,-0.223757546,0.159440523,0.479589168,0.069001139,0.15441363,0.994176426,0.145307774,0.625387302,0.136313034,0.94362261,0.178229054,1.881291054,-1.152510235,0.250068279,2.078772056,1.117431769,0.824290826
Criciuma,SOUTH AMERICA,-0.108732613,0.581013801,0.122695925,0.532234088,-0.144326608,-0.126544398,-0.047238175,-0.213036265,0.421311858,-0.553449247,0.367744836,-0.115583795,0.303183635,-0.617447185,-0.132915985,0.470696447,-0.615180132,0.566535538,0.204778055,0.043787404,0.492596029,0.5670934,-0.002590037,1.640259042,-1.057380516,0.08820079,1.469780597,0.871716163,0.311425699
Cristalina,SOUTH AMERICA,-0.128551402,-0.583645158,0.690567197,0.596672763,-0.16477462,-0.15889839,-0.111443571,0.134340451,1.696301198,-0.578922896,0.430772103,0.375666475,1.156763495,-1.0758562,-0.479591453,0.545314734,-0.872281342,0.187535551,0.353237987,-0.411681317,0.680708333,0.861306274,1.187262054,-0.60993053,0.711974442,1.200183634,-0.649597439,0.614536296,-0.605287919
Crookston,NORTH AMERICA,-0.12607257,-0.131135152,-0.306025923,-0.114309675,-0.164327161,-0.164317075,-0.134465195,0.578583121,-0.544885715,0.046517226,-1.395072529,0.402975974,-1.144202824,1.79539318,-0.520113095,-1.803087874,1.852114508,0.01238312,-1.976374651,-0.709870626,-1.677003718,-0.684228313,-0.595651748,-0.481993331,0.089436842,-0.604432146,-0.553690686,-0.179703874,-0.630502046
Crotone,EUROPE,-0.122929242,0.411685353,-0.785577131,0.745657464,-0.146960501,-0.156670445,-0.159003229,-0.136854997,-0.474889395,0.303009597,0.090565597,-1.136407913,-0.717459387,0.04667921,0.136499641,0.298330485,-0.281719611,-0.666668508,0.677620441,0.286344014,0.113751992,-0.413785156,-0.441732659,-0.641073138,0.139081232,-0.357748556,-0.567067154,-1.054419372,0.322215955
Cruzeiro do Sul,SOUTH AMERICA,-0.126815493,0.135713823,-0.458107863,-0.119567609,-0.163548981,-0.154836023,-0.099130538,-0.280009398,1.002880676,-0.674730739,1.033675773,-0.410044775,1.639571257,-1.297046033,0.212942255,1.192088364,-1.288667216,0.828217858,0.83555595,0.437878609,1.180032873,1.691173721,0.960404424,0.96625577,-0.467891227,1.139403172,1.039895907,1.696224825,0.067761178
Cuamba,AFRICA,-0.124001778,-0.718281517,0.273189346,-2.237049977,-0.165637721,-0.145033029,-0.053428769,-0.023407602,2.361157438,-0.579638093,0.930764545,0.910804669,0.649235716,-0.76651695,0.943017753,0.746127374,-0.409725342,0.904439145,0.548090515,0.736470931,0.887956224,-0.014645125,0.711280541,-0.80183633,1.61204371,0.727098595,-0.831820268,0.062848513,-0.752370327
Cuauhtemoc,NORTH AMERICA,-0.123685287,-0.489414298,2.322810619,0.217876385,-0.145879608,-0.149549995,-0.134039236,1.174790749,0.187662462,1.1202119,-0.282221378,3.057193298,0.488810404,-0.159084047,0.138064567,-0.449697007,0.593164333,-0.044086805,-0.174490751,-0.596564832,-0.120739847,-0.763372293,-0.35362725,-0.67389913,1.469100514,-0.330092629,-0.716732165,0.013703912,-0.659918528
Cubal,AFRICA,-0.130105313,-0.769308641,1.430111608,-0.769135057,-0.165651389,-0.162503665,-0.123039575,1.237264093,2.424616966,-0.50354109,0.676510557,0.442981866,1.17806884,-1.102843344,-0.014595268,0.728614333,-0.858584538,0.477769331,0.50950161,-0.027709494,0.848748318,-0.019989914,0.662875642,-0.86580493,1.035702414,0.19010008,-0.918136345,-0.293846174,-0.790191517
Cucuta,SOUTH AMERICA,-0.108298019,0.706210864,2.152111882,0.754423795,-0.042932173,-0.02784405,0.025014282,-0.783062355,1.326541096,-0.377023193,1.09556775,-0.506312639,1.826107174,-1.273474345,0.288896578,1.289274586,-1.365010323,0.887421829,0.885717657,0.570974729,1.213910255,1.332475578,0.68330934,1.2148088,-0.700597812,0.615865181,1.273507955,1.098564912,0.298586388
Cuddalore,ASIA,0.158754806,-0.568568141,-0.729373007,0.445762363,0.289461396,0.213296049,-0.066734982,2.760052915,-0.708705633,-0.572732967,1.41901747,-0.568003316,0.494326764,-0.819933532,1.294717778,1.330077964,-0.91974052,1.031065031,1.11389395,1.505086959,1.245853998,0.293183461,0.915238933,-0.568884486,0.870445496,0.719096148,-0.540517367,-0.680357655,0.348205944
Cuenca,SOUTH AMERICA,-0.115533847,-0.108660722,2.004511212,0.977738796,-0.09951907,-0.091254298,-0.048507531,-0.045431359,1.612298245,-0.4795485,-0.318056457,0.436209237,2.029974334,-1.285451651,-1.639411015,0.300722851,-1.154885773,-0.745714981,-0.043940819,-1.739290791,0.285311429,-0.281758181,-0.480303902,0.183212056,-0.765454085,-0.44308195,0.187954187,-0.092022755,-0.303836043
Cuencame,NORTH AMERICA,-0.130584744,-0.685730782,2.363057489,-0.030082694,-0.165496112,-0.165280405,-0.134602211,-0.943309577,3.145905991,-0.183061138,0.512794643,2.60774009,0.723652349,-0.430894291,0.839261386,0.182556431,0.197991755,0.62497515,0.452723954,0.367316957,0.484373469,-0.878719217,-0.539179365,-0.80183633,1.253856017,-0.560569956,-0.793457567,-0.579201924,-0.685132655
Cuernavaca,NORTH AMERICA,-0.067773602,-0.088056977,1.468330214,0.935870726,-0.054981944,0.003502008,0.188167191,-0.186333166,0.288659963,1.309989704,0.694737627,1.689551184,1.091485981,-0.987893892,0.654430093,0.606450787,-0.387940668,0.49797073,0.550302498,0.24093038,0.8470291,0.072757529,0.424947735,-0.749879318,1.390008722,0.609848493,-0.73952152,0.0641089,-0.690955111
Cuevo,SOUTH AMERICA,-0.130770938,-0.778584945,0.795625675,-1.064714954,-0.165786725,-0.165477523,-0.134467324,0.441772737,0.334340609,-0.628271516,0.649120137,0.646406333,0.680241592,-0.666455673,0.265783639,0.567491719,-0.532889502,0.662113162,0.463540755,0.327541715,0.665031794,-0.405111597,-0.30522235,-0.73786773,0.603120923,-0.209672444,-0.735913516,0.105651876,-0.613692628
Cuiaba,SOUTH AMERICA,-0.071606117,1.084989553,-0.334470303,0.310860646,-0.066049032,-0.021896157,0.121971607,-0.886268523,1.649257813,1.342678276,1.041348033,0.520858809,1.07932148,-1.069740143,0.585161007,0.919933123,-0.788213076,0.957782219,0.741483486,0.585253674,1.084427756,0.668525497,0.402242765,-0.317947781,0.166642734,0.610907781,-0.373776215,1.596615228,-0.505683689
Culiacan,NORTH AMERICA,-0.097574074,1.138348924,-0.713419027,0.882517644,-0.022783513,-0.035834702,-0.070682917,-0.101859427,-0.200054579,2.589641251,1.029151502,1.925287386,0.706640731,-0.424138825,1.248624661,0.568672399,-0.052580707,1.391462494,0.799419903,1.218265386,0.84713376,-0.455670404,0.23944179,-0.80183633,1.773701448,0.210676358,-0.856807865,0.503941662,-0.566717119
Cumana,SOUTH AMERICA,-0.121121581,1.552536261,-0.549344581,0.738444672,-0.083862031,-0.111187746,-0.177588497,-0.873809035,-0.279567232,-0.53282903,1.216539609,-0.503616181,1.896276296,-1.278963693,0.403249243,1.351003957,-1.381100926,1.035535955,0.966950687,0.735382417,1.293373622,-0.193609973,-0.345833241,-0.292798065,-0.130909074,-0.266544604,-0.339119648,-0.409923089,-0.319242908
Cumberland,NORTH AMERICA,-0.124778931,-0.022809232,-0.186379265,0.470870549,-0.161292639,-0.161897355,-0.134432538,-0.33526155,-0.579507921,0.639317219,-0.622947085,0.77347868,-0.601419334,0.75539222,-0.044558585,-0.744997368,0.848738034,0.043129337,-1.025074299,-0.283281971,-0.71044362,-0.064406947,-0.555314332,1.021268766,-1.379081016,-0.495532917,0.892186281,-0.071465486,0.003039123
Curanilahue,SOUTH AMERICA,-0.128263302,-0.597012642,-0.501739754,-0.830405138,-0.165541149,-0.161324521,-0.118687701,-1.061753604,-0.758987425,-0.494282035,-0.513062525,-0.28819859,0.496117014,-0.74918394,-1.351702646,0.121207611,-0.804105642,-1.410936027,0.16038096,-1.467869069,-0.020064856,0.819164675,1.048873687,-0.009609824,0.468439028,1.204280652,0.032078246,-0.816266701,2.392283874
Curepipe,AFRICA,-0.11503095,-0.41926617,-0.736465459,-0.027439762,-0.058883049,-0.109573414,-0.250295751,-1.061753604,-0.816627279,2.922903858,0.647460512,-1.55922302,0.440983355,-0.895247397,-0.343559014,0.978582027,-1.311911945,0.693035965,0.572860592,0.215830438,0.781640714,1.091536076,0.855520832,1.011922191,-0.240857342,0.963492765,0.996073981,2.200413477,0.213057233
Curico,SOUTH AMERICA,-0.122952293,0.210013833,-0.336887981,0.901172811,-0.148093153,-0.140826608,-0.092246343,-0.153449441,-0.325533322,-0.352455641,-0.275614283,0.828626688,0.137794023,-0.234144161,-0.090958836,0.008247653,-0.054216712,-1.502489347,0.525859052,-0.58080024,-0.065033226,-0.306084549,0.292981534,-0.73786773,1.270013121,0.197697637,-0.773796683,-1.230526423,1.103494481
Curitiba,SOUTH AMERICA,0.067628266,0.894653453,0.663018661,0.654260475,0.259258516,0.373294484,0.666861652,-0.668410343,-0.412184164,0.39498589,0.141594806,-0.138200169,0.579984769,-0.73399713,-0.680697089,0.388713208,-0.787844073,0.197880025,0.056621702,-0.456747453,0.388603793,0.901925037,0.362787367,1.640829484,-0.896043937,0.393019213,1.653460887,1.324160017,0.336607479
Curvelo,SOUTH AMERICA,-0.126449448,-0.253880748,0.339519055,0.121458319,-0.15642414,-0.154014432,-0.118429287,0.042419369,1.90118062,-0.543025488,0.635703515,0.927263798,1.110655043,-0.913321676,-0.010870167,0.562596757,-0.662756901,0.544857923,0.413732034,0.082776061,0.751442508,0.289082742,0.925999711,-0.654216484,1.031716533,0.861336174,-0.691648861,1.207015318,-0.690951299
Cusco,SOUTH AMERICA,-0.119493407,-0.504826831,5.157970167,0.285572294,-0.091118174,-0.104096856,-0.126327262,-0.892082146,1.154834861,-0.430177614,-0.734587345,1.685540301,1.330738729,-1.102947387,-1.935007279,-0.367778627,-0.518571111,-1.180849936,-0.392601114,-2.259638665,-0.067824976,-0.372820168,-0.089417173,-0.719523793,0.838821606,-0.085365525,-0.739439499,-0.237474425,-0.711891765
Cutral Co,SOUTH AMERICA,-0.121472771,0.290901734,0.381714727,-0.840282769,-0.160188443,-0.15480219,-0.109643188,-1.061753604,0.657639232,-0.513164468,-0.417620315,1.237830312,0.080805114,0.001842967,-0.213446833,-0.257786728,0.196629976,-1.499377781,0.377643262,-0.617319296,-0.250928053,-1.215440874,-1.170056557,-0.617038153,-1.046481333,-1.187729638,-0.651089321,-1.155092102,-0.636198571
Cuttack,ASIA,1.930763658,-0.632767571,-0.654998611,0.059942877,1.611808146,1.962962907,2.719328183,2.409494353,-0.663399737,-0.609073967,1.228169193,-0.580440068,-0.133022407,-0.585401199,1.090174888,0.905338036,-0.523651432,1.249640203,0.662855986,1.350974418,1.001557366,0.838400719,1.506961734,-0.625374952,1.075963261,1.531359938,-0.473608367,0.257182992,-0.53966164
Cyangugu,AFRICA,-0.00073719,-0.781631318,1.874881996,-1.097021145,-0.082434475,-0.044429833,0.084047218,2.398012735,0.035066251,-0.27522128,0.385458885,-0.009669571,1.746224992,-1.34853406,-0.595921686,0.776439405,-1.199378124,0.007367172,0.472951601,-0.604538961,0.794015727,0.54525965,0.122934265,-0.438499072,-0.28248541,0.159318657,-0.198339538,-0.10376618,-0.117166462
Da Lat,ASIA,-0.115881196,-0.284350218,0.095513103,0.52377704,-0.126444149,-0.129757753,-0.116708415,0.72469115,-0.812864107,-0.085794292,0.119366361,-0.442078411,0.986435123,-1.161397588,-1.056238905,0.487782324,-1.087664883,-0.223762147,0.186519985,-0.912859672,0.520585766,1.167806781,0.782095117,-0.519663728,0.155675915,1.025883649,-0.300603424,1.249875589,-0.51960658
Da Nang,ASIA,-0.063164402,-0.335097914,-0.610941691,0.830628226,0.00017157,0.074054872,0.294707613,1.485658692,-0.595245072,-0.253486517,1.14169488,-1.456540085,-0.056405445,-0.665535026,0.745420961,1.195589889,-1.031792143,0.89861788,0.853102123,1.192757983,0.997948682,1.518072116,3.05468173,0.087375426,1.106855482,2.556589555,0.018328028,0.048485129,0.664900126
Daan,ASIA,-0.123704331,-0.552885948,-0.580083259,0.774740272,-0.143585175,-0.14911071,-0.139557525,-0.108600527,0.263961621,-0.517450526,-1.326670468,0.198167717,-1.275243319,2.182959898,-0.314217638,-1.939876977,2.112870112,0.379465172,-2.08172756,-0.210631919,-1.784046586,-0.80089412,-0.154802824,-0.83382063,1.760432982,-0.376833874,-0.876370501,0.165791367,-0.771890941
Dabou,AFRICA,-0.127492085,-0.649700743,-0.723549526,0.634635461,-0.161133328,-0.154108272,-0.103882813,0.507851546,0.525716521,-0.562030614,1.171470309,-1.846015594,0.946220964,-1.144001604,0.211582101,1.439712047,-1.57869759,1.01960891,1.037038581,0.803483241,1.203123713,1.110588326,2.807289527,-0.338825512,0.920644705,1.523182408,0.332761723,0.150040548,0.307223344
Daegu,ASIA,-0.019004367,1.470624156,-0.504918695,0.686111645,0.455975878,0.283267487,-0.315349073,-0.476453199,-0.814634909,0.916363148,-0.409529439,-0.085920932,-0.8732677,0.848918284,-0.090020645,-0.672884634,0.742188861,0.609047531,-0.936065602,0.101604539,-0.620007141,0.175547222,0.539853803,-0.351227195,0.567055712,0.509653885,-0.282832014,1.511483933,-0.511819666
Daejeon,ASIA,-0.053670583,1.315896511,-0.449670694,0.627579493,0.152290446,0.091323049,-0.118419347,-0.572936388,-0.802362015,1.396183168,-0.514928564,-0.062302797,-0.923194352,1.007290649,-0.097241744,-0.780330755,0.864207298,0.607756659,-1.061232441,0.099848928,-0.747181773,0.503056998,1.145502213,0.04667348,0.727269623,0.968604467,-0.021559644,2.208173065,-0.397337724
Dagupan,MALAY ARCHIPELAGO,0.262365558,-0.741400774,-0.265827347,0.072767919,0.233379337,0.246790193,0.24449421,2.579738823,-0.591803773,-0.437897626,1.326472694,-0.474072,1.096012586,-1.172915936,0.927903208,1.364157842,-1.139340127,1.12579661,1.001078962,1.089592966,1.331988252,1.921869343,2.989872993,-0.607228209,1.040137648,2.831656831,-0.509329313,1.453506779,-0.608170064
Dakar,AFRICA,-0.069143365,-0.038281427,-0.789317522,1.247428954,0.297002607,0.463938118,0.908662528,-0.294183859,-0.255588428,3.955165355,1.007908492,-0.323711555,0.768033497,-0.891442357,0.445310269,1.00595166,-0.957271701,1.08544138,0.74719364,0.796497197,1.026605141,-0.85394771,-0.033823372,-0.86580493,3.029308393,-0.228848203,-0.925151989,0.219833266,-0.783663476
