City,Region,tif_count,Longitude,Latitude,tif_count,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Cangamba,AFRICA,2.0,19.85833333,-13.70416667,2.0,20.4416666,15.0583334,61.71447754,228.8523483,31.10000038,6.699999809,24.40000152,21.73333359,17.14999962,22.31666565,17.14999962,1012.5,210.5,0.0,103.6807289,583.5,2.0,174.5000013,3.499999996,E,1.0634072160846988,-2.0047788497198216,0.6030216802168021,0.6245287653947653
Cangzhou,ASIA,2520.262756,116.6253128,38.49949266,2520.262756,12.99456108,11.37541198,28.01701982,1118.85078,31.41880274,-9.184744186,40.60354702,26.02424006,-1.471042055,26.02424006,-1.474705694,474.4713492,167.5987565,3.223174482,135.1396371,358.6990809,13.46756703,358.6990809,13.46756703,A,-1.8575598749559388,-1.7333084591769514,0.9989528795811529,0.8175608470201502
Caninde,SOUTH AMERICA,7.999999998,-39.31770833,-4.354166667,7.999999998,26.2593751,9.441666722,77.39070988,65.05180264,32.53749943,20.33749938,12.20000005,26.2541666,26.22708321,27.06666636,25.47291636,724.0,189.0,2.25,108.1885643,465.5,8.499999999,96.125,83.7500001,F,2.910940994422237,-2.202949195267844,0.9490130505709612,0.9379738060018934
Canoas,SOUTH AMERICA,397.6869725,-51.11032967,-29.91402541,397.6869725,19.88998514,8.961806122,48.56813929,358.3140211,29.2539869,10.80264824,18.45133867,23.6703252,21.30407823,24.15666021,15.47523937,1510.586497,147.4296334,98.67221256,10.08286009,409.3348574,350.0446694,407.4991671,380.7174459,D,1.7583496466283945,2.9335675773024414,0.7767943262411352,0.6558137670540496
Canton,NORTH AMERICA,425.3524743,-81.41629612,40.8365128,425.3524743,10.05424425,11.1770872,30.560625,945.7902717,28.58353645,-7.989281891,36.57281841,19.3373789,-2.010508944,21.38398372,-2.010508944,958.5835362,105.4403291,55.71553004,19.25882527,291.8304586,187.3494007,286.7614512,187.3494007,B,-2.202415169184748,1.5177373236918856,0.7018229166666673,0.7333537704001767
Cap-Chat,NORTH AMERICA,2.999999998,-66.69166667,49.1,2.999999998,2.693055629,8.897222201,23.04978943,1050.070068,21.36666616,-17.23333359,38.59999847,14.56111113,-5.316666604,15.24444453,-10.68888887,960.6666667,99.00000001,53.66666668,18.56661542,289.3333334,178.3333334,277.3333333,217.0,B,-3.8398457104521095,2.793066157908736,0.2981770833333331,0.26799089682307153
Cap-Haitien,SOUTH AMERICA,131.0,-72.21679389,19.6928117,131.0,26.15556612,10.99879127,71.41809647,141.8423778,33.39999966,17.99923642,15.40076324,25.57569984,26.50674286,27.68371508,24.27760788,1535.320611,210.221374,77.97709924,30.28160803,517.6946565,283.1374046,300.0992367,383.3358778,F,3.478188110916077,1.28291904236417,0.045277324632952774,0.2847593384195509
Capanema,SOUTH AMERICA,21.0,-47.18809524,-1.182936508,21.0,26.22837285,9.027380716,79.95637585,50.22703897,32.29999978,21.00952385,11.29047594,25.81428519,26.80952317,26.96190498,25.81428519,2451.095238,474.0,16.71428571,77.03637586,1233.47619,76.61904762,104.8095238,1180.333333,G,5.48880347753417,1.2566412702558636,0.9870725388601025,0.9562826537000966
Cape Coast,AFRICA,68.99999998,-1.267028986,5.145289855,68.99999998,26.70398538,7.223913082,68.49698363,120.6241937,32.40434768,21.85797078,10.54637691,27.16521739,27.47270523,28.03429944,25.02318833,1282.550725,269.3623188,23.55072464,68.77012568,608.1304348,108.3623188,263.7246377,222.884058,F,3.6300812859481826,-0.22193930000851478,0.9490130505709612,0.9383317721184996
Cape Coral,NORTH AMERICA,228.2255421,-81.98672817,26.62759655,228.2255421,23.63998212,11.50230243,53.00646305,402.6434929,33.45707513,11.76482812,21.692247,28.0805931,19.72785926,28.16722581,18.45139496,1313.032247,224.6693014,39.80410949,69.13110954,654.0476355,144.258198,618.2221491,155.1311891,F,2.4634542041782383,0.03755081126509816,0.9490130505709612,0.9385652060194667
Cape Dorset,NORTH AMERICA,0.999999997,-76.55,64.23333333,0.999999997,-8.970833779,5.891666413,15.46369171,1197.149048,9.5,-28.60000038,38.09999847,1.583333253,-23.85000038,4.883333206,-23.85000038,393.0,53.0,19.0,33.02136231,137.0,62.0,133.0,62.0,A,-7.365290035049267,3.3544682668130603,0.9989528795811529,0.9901199883574614
Cape Girardeau,NORTH AMERICA,65.0,-89.55666667,37.31884615,65.0,13.82903847,11.82935889,31.56826184,943.8000873,32.28000004,-5.192307531,37.47230812,13.62384614,17.06358983,25.07282055,1.657435881,1187.630769,126.1692308,74.95384615,16.59754163,360.3076923,264.3076923,282.4769231,265.0461538,D,-1.0975317222298835,1.6473195340952635,0.7767943262411352,0.7583746275488152
Cape Town,AFRICA,759.9999999,18.55377193,-33.95050439,759.9999999,17.31841556,9.963453935,52.80992194,328.6192836,27.08986842,8.228552628,18.86131581,13.26322369,21.20348687,21.21063601,13.23616229,594.9421053,101.2618421,15.00263158,67.24453245,285.1578947,50.92894737,51.71973684,285.1526316,C,0.02730253485417048,-0.4644455912276851,0.8138586437440313,0.7049999824206872
Capitol Hill,MICRONESIA,34.9999999,145.7207143,15.17047619,34.9999999,27.49369055,5.452619103,70.08525696,72.0244631,31.20571431,23.42571444,7.779999869,27.88761913,26.79619064,28.20952394,26.43809537,2058.371429,348.1428571,78.48571429,55.79237769,924.8857143,249.8571429,469.7428571,275.7428571,G,4.90873381946403,2.26806115075246,0.9870725388601025,0.9805929427568844
Caracarai,SOUTH AMERICA,15.0,-61.135,1.828888889,15.0,27.50805562,9.048333105,82.81167806,60.74440282,33.25333354,22.32666601,10.92666753,26.67222239,27.70222282,28.10222257,26.66333326,1834.266667,336.7333333,56.46666667,66.51903687,907.6,180.2,277.9333333,848.2,G,5.054489796457056,1.3424378770470946,0.9870725388601025,0.9807814168481763
Caracas,SOUTH AMERICA,440.0,-66.93715909,10.44765152,440.0,20.29867428,9.817613662,77.193248,83.28377007,25.93477275,13.21681819,12.71795456,20.75083336,19.34636362,20.98780304,19.09337117,977.9818182,142.8522727,17.62272727,53.16802624,383.5954546,74.675,289.1818182,128.7477273,F,1.5721288837722067,0.016983032886402526,0.9490130505709612,0.9387597985831734
Caratinga,SOUTH AMERICA,24.0,-42.14305556,-19.77673611,24.0,20.27447899,12.28020819,64.23859914,221.2102661,28.61249979,9.495833277,19.11666632,22.04583343,17.2631944,22.74583332,17.2631944,1280.541667,227.0,15.58333333,71.24028333,638.4166667,65.41666667,480.5416667,65.41666667,F,1.7063806033688902,-0.22497766143235232,0.9490130505709612,0.9381388015411652
Carazinho,SOUTH AMERICA,35.0,-52.795,-28.28928571,35.0,18.05119046,11.08619041,54.48936648,366.1987531,28.25714286,7.911428656,20.34571462,16.0595241,18.10000016,22.41761911,13.66857134,1757.542857,177.1714286,127.0285714,10.41091731,492.1142857,400.4857143,457.0285714,414.0285714,D,1.551938115195197,3.85401771219047,0.7767943262411352,0.6121455336411736
Carbondale,NORTH AMERICA,38.0,-89.22697368,37.7254386,38.0,13.53146935,11.4752192,31.20030754,936.9737452,31.71052637,-5.068420987,36.77894612,13.40219299,3.896052586,24.74824554,1.451315792,1151.763158,122.2894737,72.02631579,17.50372927,350.3421053,247.4736842,286.3947368,247.4736842,D,-1.4530322739197241,1.737036953990667,0.7767943262411352,0.7564094343106395
Cardiff,EUROPE,542.0,-3.312007995,51.57667589,542.0,9.808702338,6.739329663,36.30786402,438.8478032,20.27140224,1.715498143,18.55590407,5.844157437,12.49981549,15.40058425,4.840959411,1134.180812,126.0166052,65.28228783,24.11362083,370.5442805,204.6254613,229.4852399,333.99631,B,-1.1859835278937714,3.246584655270566,0.7018229166666673,0.7307025276246596
Carhue,SOUTH AMERICA,11.0,-62.76363636,-37.17424242,11.0,15.16250003,13.98863619,46.31949511,590.8569724,31.45454528,1.254545461,30.19999972,18.7818177,7.948484768,22.64999962,7.948484768,727.1818182,91.90909091,25.18181818,38.92667146,242.5454545,81.27272727,227.3636364,81.27272727,C,-0.9446821055523243,-0.63167255175264,0.8138586437440313,0.6583345362519673
Carlisle,EUROPE,84.99999999,-2.940588235,54.89901961,84.99999999,9.204656848,6.915784263,38.04596953,431.077045,19.45411774,1.276470581,18.17764726,6.909215691,10.6723529,14.74470593,4.267058827,799.1764706,79.30588236,47.89411765,16.11205691,234.9529412,159.0470588,196.2588235,211.2470588,B,-1.7725007881589607,2.561802584692511,0.7018229166666673,0.7295444614973811
Tarabuco,SOUTH AMERICA,3.000000003,-64.91666667,-19.175,3.000000003,13.16666667,14.17222214,72.30725352,163.1170197,22.06666692,2.466666697,19.60000038,14.64444478,11.0444444,14.90555572,10.94999949,626.6666666,126.3333333,2.0,90.35042318,350.0,8.666666667,298.3333333,12.0,C,-0.4883731590708194,-0.7053212833662348,0.8138586437440313,0.6719758181623615
Carlsbad,NORTH AMERICA,42.0,-104.2400794,32.42638889,42.0,16.93650795,17.3253969,46.00187184,789.0844596,35.2023805,-2.459523808,37.66190429,25.41666662,9.107936541,26.57658709,7.122619084,339.9047619,70.07142857,6.833333333,67.27290835,164.1190476,29.21428571,135.0714286,36.38095238,C,-1.2004422291824937,-2.6833391223898144,0.8138586437440313,0.8161609685707689
Carmelo,SOUTH AMERICA,10.99999999,-58.28939394,-33.99015152,10.99999999,17.5450755,10.70984849,44.69106223,478.2035883,30.37272696,6.409090996,23.9636364,23.02575718,11.72878794,23.43333366,11.66818185,1024.0,125.8181818,58.18181818,23.37167462,321.0909091,187.9090909,277.2727273,187.9090909,D,0.27245107621524356,0.9700320931143165,0.7767943262411352,0.7565721961390853
Carnot,AFRICA,16.0,15.8796875,4.942708333,16.0,25.45625007,11.31354189,72.78574705,83.66104745,33.76250029,18.21874988,15.54375041,24.66979182,25.77187502,26.62291658,24.52291668,1466.75,251.5,14.0,68.93793297,704.8125,56.3125,207.8125,622.25,F,3.5309444048905023,-0.4939131886203199,0.9490130505709612,0.9386747825887962
Carora,SOUTH AMERICA,34.0,-70.07916667,10.17377451,34.0,26.05894594,9.233578542,80.45738781,68.05279115,31.5705885,20.09411789,11.47647061,26.45735292,25.28186254,26.70049033,25.17058838,889.8823529,138.1470588,14.05882353,55.98438746,357.5588235,58.94117647,280.8235294,81.23529412,F,2.8091512650065025,-1.0882761650907176,0.9490130505709612,0.9386449736740652
Carpina,SOUTH AMERICA,206.0,-35.30449029,-7.823705502,206.0,24.42645639,9.33211977,72.23362225,128.8730503,31.09805821,18.17864084,12.91941737,23.25347893,25.01699021,25.78867308,22.67419098,1149.470874,191.4320388,21.98543689,63.587626,519.092233,83.05339806,251.9951456,451.4660194,F,2.887406651900941,-0.16868744995878526,0.9490130505709612,0.9377666005836537
Carson City,NORTH AMERICA,69.0,-119.7576087,39.17294686,69.0,10.27016915,17.84202891,45.98606331,758.2621088,32.30434791,-6.494202904,38.7985512,1.362560389,19.61690828,19.9132851,1.362560389,220.115942,33.04347826,7.869565218,46.3376806,90.07246378,29.66666667,30.66666667,90.07246378,C,-2.83603820047176,-1.7721043282069304,0.8138586437440313,0.8248630967541641
Cartagena1,SOUTH AMERICA,167.9999999,-75.48343254,10.38710317,167.9999999,27.75833327,9.198313469,83.56089846,37.23476943,33.00892878,21.99226189,11.01666689,27.72609115,27.45218259,28.15605168,27.27807535,1111.369048,199.7559524,8.595238097,68.41668424,490.0714286,38.79166667,334.4642857,115.6845238,F,3.612014873888975,-1.2716106322350929,0.9490130505709612,0.9398482133582482
Chernyakhovsk,EUROPE,42.00000001,21.81646825,54.64285714,42.00000001,7.27261902,7.845634835,27.96069781,782.6444281,22.50238096,-5.557142803,28.05952404,16.81309496,1.861904786,16.81309496,-2.38412693,660.7857143,81.97619048,31.5,28.6958555,227.3809524,105.1666667,227.3809524,127.1190476,B,-2.6718611475366525,1.5274789273344644,0.7018229166666673,0.6442758055146729
Cartagena2,EUROPE,70.99999998,-0.998826291,37.62699531,70.99999998,18.32053985,11.50023475,42.83783254,558.4603056,32.47464776,5.638028172,26.83661958,16.35798133,25.30727695,25.58192495,11.95845072,284.3521127,42.64788732,3.450704225,45.34096898,103.8309859,23.53521127,33.36619718,77.11267606,C,-0.656673424501143,-1.8595229395694943,0.8138586437440313,0.8174427996096976
Cartago1,SOUTH AMERICA,53.0,-83.93034591,9.868710692,53.0,19.0040881,10.42264154,81.3436095,62.67445316,25.71132081,12.8981132,12.81320761,18.95503141,18.87830194,19.76069195,18.21981135,2640.830189,438.4528302,32.62264151,63.37438317,1125.566038,158.8490566,441.245283,427.4528302,G,3.614911218639565,2.419962998671905,0.9870725388601025,0.9622098222628099
Cartago2,SOUTH AMERICA,37.0,-75.93220721,4.763513513,37.0,23.50326595,10.49707176,90.59867694,34.73035276,29.53243256,17.94594574,11.58648682,23.25630631,23.61846857,23.81216204,23.01171158,1855.567567,248.1081081,79.72972972,34.47620242,606.1081081,312.4864865,391.1351351,564.1081081,G,3.8709593907313553,2.4800251893405005,0.9870725388601025,0.9786486385219199
Cartwright,NORTH AMERICA,0.999999999,-57.01666667,53.71666667,0.999999999,-0.033333305,8.316666603,22.66121674,972.1025391,17.60000038,-19.10000038,36.70000076,11.26666641,3.383333159,11.26666641,-12.44999981,1036.0,97.00000001,69.00000001,9.268102646,279.0,245.0,279.0,250.0,B,-4.035090501441373,3.912938205515824,0.2981770833333331,0.37641542820826224
Caruaru,SOUTH AMERICA,41.0,-35.98028455,-8.269105691,41.0,21.86290657,9.27012183,70.48930173,148.7288532,28.85121927,15.70000002,13.15121925,22.40203267,21.95975597,23.3674797,19.77032499,607.3658536,98.80487804,8.902439023,64.95886445,264.6097561,42.3902439,168.3414634,200.8536585,F,1.4997813976362082,-0.9631971894736323,0.9490130505709612,0.9279040294101047
Carupano,SOUTH AMERICA,33.0,-63.25959596,10.65808081,33.0,26.63156556,8.57929302,78.83348592,70.38343649,31.83636342,20.95454551,10.8818179,26.74343444,26.28383839,27.29040389,25.64393951,1056.818182,162.1818182,22.57575758,53.08152632,413.1212122,81.87878789,319.9090909,220.2727273,F,3.220896779827554,-0.5352319812265628,0.9490130505709612,0.9397801924712426
Casa Grande,NORTH AMERICA,46.0,-111.7501812,32.89782609,46.0,21.44112338,18.19746395,47.04046556,800.6923191,41.43043543,2.745652168,38.68478336,31.04565247,24.73442024,31.39782628,11.95615951,226.2391304,37.2173913,2.0,52.08023303,85.34782609,13.45652174,66.67391304,66.19565217,E,-0.1839770023306966,-3.918141144251492,0.6030216802168021,0.5784159395710214
Catamarca,SOUTH AMERICA,83.0,-65.75883534,-28.44718876,83.0,20.15205831,13.71716867,46.54217281,551.3175461,33.56024087,4.087951749,29.47228884,25.11265052,12.86666654,26.24939776,12.86666654,531.6506024,112.1927711,5.951807229,85.03905809,292.7951807,18.3253012,281.3975904,18.3253012,E,0.04132598285401937,-2.155507174321894,0.6030216802168021,0.5759044079055305
Casablanca,AFRICA,591.0,-7.522320925,33.55906655,591.0,17.49900589,10.79084878,49.69345487,394.8822641,28.25956006,6.558544837,21.70101521,13.48384092,22.06037793,22.64991547,12.88420756,409.6920474,79.42301184,1.0,76.69016426,200.9373942,9.82571912,10.95769882,199.3790186,C,-0.3635804955835412,-1.4259377205359833,0.8138586437440313,0.8209895195157778
Cascavel,SOUTH AMERICA,129.0,-53.45988372,-24.95303618,129.0,18.34848192,13.04760982,60.91065926,312.2702608,28.8395348,7.417829528,21.42170554,21.98062011,15.56614984,21.98062011,14.41795875,1815.503876,210.2015504,92.74418605,23.10457731,548.6511628,360.6976744,548.6511628,401.9224806,D,1.8853943087923413,2.9791388037417876,0.7767943262411352,0.5659343739945408
Caserta,EUROPE,538.9487517,14.36644807,41.00024837,538.9487517,15.64420901,9.973693501,38.14313979,604.3656379,29.97851848,3.834716582,26.143802,12.7470631,23.29547983,23.29547983,8.716350479,937.9023496,139.3985595,24.61929719,45.12471983,366.6315322,95.8740637,95.8740637,292.3210618,C,-0.35601327545879174,0.12217578456606716,0.13298949379178604,0.13240347828410712
Casper,NORTH AMERICA,97.00000001,-106.341323,42.84218213,97.00000001,8.020833379,14.92242264,36.70699487,919.3227954,30.75773194,-9.893814431,40.65154648,11.65567006,-2.803264608,19.81907219,-2.803264608,307.8969072,55.15463918,13.0,47.08416138,129.9175258,42.04123711,85.81443299,42.04123711,A,-3.4445382303683325,-0.9893410284978145,0.9989528795811529,0.9901933206634561
Castanhal,SOUTH AMERICA,45.0,-47.91722222,-1.286851852,45.0,26.36277796,8.338889122,85.11251678,48.92483275,31.72666698,21.92888862,9.797778363,25.8592595,26.99296303,27.04259203,25.8592595,2582.466667,482.8222222,46.57777778,69.54817539,1260.2,170.0444445,199.6666667,1260.2,G,5.9520377664089095,2.444218833805588,0.9870725388601025,0.9803105041654852
Castello,EUROPE,116.0,-0.126508621,39.96989943,116.0,16.78487786,10.24346271,41.19786407,543.7383065,29.88879306,5.02499998,24.86379313,17.87701159,23.63333322,23.85689656,10.64583332,445.2327586,70.25862069,14.38793103,40.12865293,166.3275862,67.26724138,100.25,104.0862069,C,-0.587071718545294,-0.8440943203072472,0.8138586437440313,0.8044995580165518
Castries,SOUTH AMERICA,17.99999999,-60.99212963,14.00972222,17.99999999,26.64212979,5.959259378,71.75191286,85.80466885,30.63333331,22.32777776,8.305555556,27.08888891,26.3388887,27.4416666,25.47870371,1965.055556,290.4444444,76.77777778,42.20282279,753.7222222,254.3333333,616.1111111,318.7777778,G,4.5474775487628625,2.459029614535168,0.9870725388601025,0.97995345397635
Castro1,SOUTH AMERICA,18.0,-73.78333333,-42.47314815,18.0,10.54305553,6.322222259,47.55218951,248.5966966,18.03333346,4.738888925,13.29444445,8.157407389,13.59444454,13.63796292,7.622222264,2132.777778,289.1111111,97.38888889,42.06564013,840.2777778,319.5555556,330.4444444,815.1111111,B,1.0071163446293308,5.5905056528903705,0.7018229166666673,0.5347945986450408
Castro2,SOUTH AMERICA,22.0,-50.00643939,-24.79318182,22.0,16.65662896,11.72234865,58.9736472,292.0471566,26.00454556,6.127272606,19.87727295,19.969697,13.11363628,20.24015167,13.11363628,1598.954545,201.6363636,85.68181818,24.97827001,533.7272727,296.4090909,506.1818182,296.4090909,D,1.2621811431582826,2.8645590816527533,0.7767943262411352,0.7592868799999566
Catalao,SOUTH AMERICA,44.0,-47.94450758,-18.16401515,44.0,21.68749996,11.41022726,69.84614615,155.0180078,28.43863639,12.10227277,16.33636358,22.67386367,19.58181823,22.8246212,19.35606064,1452.454545,282.7727273,9.409090909,83.19317558,746.6590909,33.79545455,625.6363637,55.68181818,F,2.4961588553077476,-0.1689084035949695,0.9490130505709612,0.9396363676420524
Caxito,AFRICA,3.000000002,13.66111111,-8.577777778,3.000000002,26.10833359,8.133333524,59.36739477,190.2355754,32.5,18.79999924,13.70000076,28.1611112,23.65555572,28.1611112,23.46666718,613.6666667,181.0,0.0,110.5213547,384.6666667,1.0,384.6666667,3.0,F,2.516118554213015,-2.004246445636024,0.9490130505709612,0.9378620446469499
Chignik,NORTH AMERICA,4.06e-09,-158.4094032,56.29273652,4.06e-09,2.709292933,5.839417038,29.40473319,531.8145712,14.04122056,-5.812838442,19.85405977,7.415093254,-2.162722909,9.783899848,-2.970044051,567.7904342,74.61485211,28.87161737,32.10948691,206.2297042,93.48646948,183.2297042,94.48646948,B,-3.476132052322236,2.649088162752516,0.7018229166666673,0.6367311865079925
Catanduva,SOUTH AMERICA,107.0,-48.97087227,-21.13403427,107.0,22.45732085,12.21199379,67.57208894,209.8787498,29.8878505,11.81495322,18.07289712,24.31822435,19.67975071,24.4193147,19.42538935,1281.037383,240.4859813,20.89719626,75.17784447,658.1028037,68.40186916,602.4018692,90.25233645,F,2.3793609349930724,-0.2662320101439019,0.9490130505709612,0.938605369905452
Catania,EUROPE,339.0,15.05811209,37.54660767,339.0,16.69863577,9.350909532,37.32651021,591.9798924,30.55663718,5.517994101,25.03864306,14.45604721,24.11396262,24.27635198,10.12610619,551.7286136,84.73451327,6.038348082,64.59394003,247.9823009,27.32448377,61.84070796,211.1946903,C,-0.5312368149368488,-1.0534556011040541,0.8138586437440313,0.8189944844674234
Catanzaro,EUROPE,92.0,16.60117754,38.89365942,92.0,16.47536232,7.187318823,31.79291132,575.6117965,29.28043477,6.680434766,22.59999997,14.34510873,23.68188412,23.86539859,10.08695648,907.2065218,138.2282609,14.21739131,62.79892275,396.5,51.46739131,81.57608696,347.2391304,C,-0.07948542599585905,-0.00712981764628516,0.13298949379178604,0.2298395102942104
Cauquenes,SOUTH AMERICA,18.0,-72.32638889,-35.9625,18.0,14.01504623,11.68935188,50.94731479,399.1028493,27.85000006,4.905555646,22.94444476,9.85185194,19.08333323,19.20277754,9.330555492,777.1666667,174.3888889,6.111111111,97.40742662,485.5555556,25.61111111,25.61111111,437.3888889,C,-0.18939739183152887,-0.5528523131338811,0.8138586437440313,0.7594264931199313
Caxias,SOUTH AMERICA,25.0,-43.363,-4.864333333,25.0,27.1831665,11.27899998,69.76173523,115.4495587,35.68799988,19.52000008,16.1679998,26.33400024,27.27200012,28.85666634,26.20666641,1578.48,342.36,12.2,93.6580307,904.72,40.04,97.92,187.68,F,3.8893513066532543,-1.4539466228459452,0.9490130505709612,0.935812402208665
Caxias do Sul,SOUTH AMERICA,155.0,-51.18225806,-29.15655914,155.0,16.12059138,9.92064516,52.98641303,332.4202284,25.81806447,7.09548386,18.72258057,14.05677418,13.94903223,20.18010755,12.10806448,1840.722581,187.2193548,121.716129,13.67564183,528.7290323,395.1806452,462.2387097,479.0709677,D,1.2806160601801235,4.394093958318184,0.7767943262411352,0.679902220907564
Cayenne,SOUTH AMERICA,36.0,-52.30277778,4.924305556,36.0,26.03298606,7.764583111,74.63876809,42.10448954,31.88888862,21.48611106,10.40277757,25.89490742,26.58379629,26.60833353,25.62268527,2793.222222,443.7222222,57.02777777,53.25118075,1112.472222,229.9166667,255.8888889,862.5000001,G,5.429334904577483,2.6766985689122365,0.9870725388601025,0.9808922881725505
Cebu,MALAY ARCHIPELAGO,293.9999999,123.8949263,10.31247166,293.9999999,27.71883501,8.314540785,76.2623358,73.18369942,33.30408168,22.40204071,10.90204096,27.77363939,27.42800451,28.55102045,26.73860548,1487.068027,182.6802721,42.71428572,40.10590362,530.452381,172.57483,289.3435374,301.8707483,F,3.8362540699050305,0.3491754559316667,0.9490130505709612,0.9370653006531291
Cedar City,NORTH AMERICA,32.0,-113.0734375,37.68697917,32.0,9.863151013,16.08203119,40.21623147,872.6944427,31.73437482,-8.253125042,39.98749983,13.37864586,15.2041665,21.05624992,-0.385416677,321.53125,38.25,12.03125,24.9049595,94.46875,61.15625,77.90625,72.71875001,C,-2.776608677467269,-1.249159313895466,0.8138586437440313,0.6344895477162686
Cedar Rapids,NORTH AMERICA,239.0,-91.66607392,41.99902371,239.0,9.450941413,11.46066948,27.04311739,1121.549151,30.13765683,-12.24184103,42.37949807,22.65774053,-5.170641564,22.65774053,-5.170641564,903.8493724,118.9623431,25.56066946,45.22613628,340.2175732,91.9748954,340.2175732,91.9748954,A,-2.647117078622262,0.30925855860715235,0.9989528795811529,0.9902534437691037
Ceduna,AUSTRALIA,2.999999983,133.6722222,-32.125,2.999999983,17.10972214,11.375,52.89017614,375.0549418,27.96666654,6.466666699,21.5,13.0666666,21.37777774,21.52222252,12.28333314,278.3333333,41.0,11.0,39.56266276,105.0,36.0,40.0,103.3333333,C,-0.7256076373789595,-1.0402553975973434,0.8138586437440313,0.8179116100412798
Celaya,NORTH AMERICA,95.0,-100.8096491,20.5354386,95.0,18.65478074,16.72885957,64.68312346,272.9489219,30.99473704,5.131578928,25.86315806,21.00666661,16.08403506,21.59473678,14.96421056,650.2421053,149.9368421,6.452631579,105.3666575,406.2736842,23.63157895,307.9684211,25.63157895,E,0.5373618679397891,-2.086220385257834,0.6030216802168021,0.5902776801356547
Celeken,ASIA,3.0,53.11388889,39.44722222,3.0,15.15000025,7.777777671,24.15426318,924.0077311,32.09999975,-0.100000001,32.19999822,6.044444402,26.35555522,26.46111107,4.033333461,138.0,19.0,2.0,55.26410675,53.33333333,8.0,8.333333335,48.33333334,C,-2.149367948669385,-1.4889861265926252,0.8138586437440313,0.8206502336591611
Central Coast,AUSTRALIA,6.000000001,151.2875,-33.43333333,6.000000001,16.90208308,9.065277736,46.68790944,388.9868673,25.94999981,6.533333301,19.41666635,21.31388887,12.63611094,21.48888874,11.82777754,1273.166667,154.1666667,61.33333332,29.79162312,449.3333333,201.5,389.3333333,245.0,D,0.6248347921883372,1.9794827293224657,0.7767943262411352,0.7596929118521317
Centralia,NORTH AMERICA,39.0,-122.9726496,46.72820513,39.0,10.64690172,10.89978629,44.33732625,507.9207388,25.32051277,0.735897436,24.58461522,5.052564107,16.94444431,17.02307696,4.723931655,1264.102564,198.5897436,21.30769231,60.51680423,576.2307692,100.1282051,105.3076923,529.3846154,B,-0.7052947189654803,1.3090389788242567,0.7018229166666673,0.7314490602072715
Ceres,SOUTH AMERICA,17.0,-49.5995098,-15.30686275,17.0,23.95392149,11.15294092,66.64404072,119.7161627,31.41176437,14.67647064,16.73529401,24.40392169,22.39019607,25.08039205,22.1990196,1597.176471,274.8235294,7.0,81.34019425,777.8823529,22.29411765,444.1764706,47.47058824,F,2.895280035394817,-0.741490658157153,0.9490130505709612,0.9389383486048428
Cerrillos,SOUTH AMERICA,7.0,-65.49166667,-24.89404762,7.0,17.20238086,12.99761868,51.17191587,414.1764744,28.11428615,2.714285748,25.39999989,21.61428615,11.68333299,21.61428615,11.68333299,687.7142857,169.1428571,3.999999999,104.4636416,425.8571428,12.0,425.8571428,12.0,C,0.06241095164259799,-1.2707490342551715,0.8138586437440313,0.7957737560323049
Cerro de Pasco,SOUTH AMERICA,15.0,-76.26222222,-10.67388889,15.0,5.213611126,14.29499995,80.42954864,74.30488129,12.98000005,-4.79333334,17.77333298,5.861111069,4.137777805,5.911111069,4.137777805,1031.333333,153.8666667,15.6,60.04756063,446.0,61.0,420.0,61.0,B,-1.607053404988505,1.7698207546904605,0.7018229166666673,0.7316778487794945
Ceske Budejovice,EUROPE,61.0,14.47663934,48.98169399,61.0,8.639685803,9.615710415,33.31867831,737.1794824,24.47540987,-4.383606668,28.85901629,17.76475428,1.014480841,17.76475428,-0.4202186,685.8032787,91.36065574,38.39344262,31.15867021,251.6557377,125.5573771,251.6557377,130.2295082,B,-2.2588713245925875,1.3070957739455944,0.7018229166666673,0.723362488593413
Chabahar,ASIA,14.99999997,60.63888889,25.30055556,14.99999997,26.08777771,8.909999846,44.89674225,396.5663818,35.34666646,15.50666663,19.83999977,20.76888873,29.14000015,30.44222209,20.76888873,138.6,32.0,0.0,92.57124177,85.26666666,6.266666664,9.799999995,85.26666666,E,0.9777378224556788,-2.9372986447105,0.6030216802168021,0.5785831154264719
Chacabuco,SOUTH AMERICA,19.0,-60.47587719,-34.63508772,19.0,16.51381613,12.94780721,48.00165357,510.7625636,31.08947403,4.115789363,26.97368451,22.09210556,10.20087704,22.84649166,10.20087704,983.7894737,135.8421053,37.10526316,38.97356535,344.5789474,117.8947368,313.7368421,117.8947368,D,-0.054394985364973863,0.026567788558527556,0.7767943262411352,0.7579629570400476
