City,Region,Longitude,Latitude,tif_count,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Ashburton2,POLYNESIA,171.7333333,-43.87501435,0.693499362,11.32928119,10.92508627,49.43400993,404.4110973,22.70034508,0.600000024,22.1003447,11.7000572,7.24056389,16.11689634,6.133390593,699.9913918,66.00516484,48.0,9.130014851,189.0017216,164.0017216,171.9896703,168.0103297,C,-1.5579915716536474,1.6414540897551668,0.5109770114942525,0.5321125767165981
Assis,SOUTH AMERICA,-50.42294239,-22.64876543,81.0,20.84310706,12.22942395,62.84630293,268.7524034,29.5246915,10.06543217,19.45925939,23.72633753,18.33251037,23.72633753,17.21069958,1238.024691,197.8148148,39.19753086,51.10023974,528.6172839,145.4320988,528.6172839,168.8148148,E,1.820022564900075,0.49320390767936667,0.15013175230566536,0.14852207898448247
Bongaree,AUSTRALIA,153.1482143,-27.0577381,13.99999993,20.3491072,8.986309461,47.14345251,371.4512438,28.83571407,9.778571469,19.05714267,24.42976189,16.11428547,24.4773813,15.35357128,1376.5,178.0,38.0,38.08431353,492.5714286,176.9285714,486.0714286,216.1428571,E,1.4517075215455595,1.1913362679461765,0.15013175230566536,0.4417843491240701
Asheville,NORTH AMERICA,-82.56620848,35.56998855,291.0,12.91443299,13.2730813,40.26019515,752.3672804,29.23917525,-3.729209622,32.96838493,10.73722795,10.39845355,22.03642607,3.44341352,1232.800687,125.3505155,81.87628866,12.13353972,335.0034364,268.0515464,330.7938144,298.185567,E,-1.0861410511201377,2.1622504112542336,0.7493412384716736,0.7386704406959956
Ashgabat,ASIA,58.36141975,37.95163139,189.0,16.63271602,12.09647257,30.42765168,1031.862832,38.09947075,-1.654497369,39.75396751,10.44118165,27.81552044,29.51763662,3.904056459,238.8359788,39.16931217,2.052910053,62.37193056,104.1746032,10.05291005,13.15873016,82.1957672,D,-1.726532945738597,-2.563041898718023,0.924294205052006,0.9158106147079597
Asino,ASIA,86.1375,56.99895833,24.0,0.569965229,10.49895839,22.06629213,1352.310949,25.35833279,-22.2208337,47.57916562,17.06527758,-13.57152779,17.06527758,-16.33750017,472.4583333,69.83333333,14.95833333,45.87339974,195.0416667,54.95833333,195.0416667,68.95833333,A,-5.113389546249289,0.6148321794439845,0.9987781731909829,0.9881562856129055
Asmara,AFRICA,38.92270642,15.33157492,109.0,17.89850919,14.51842512,71.53243781,174.8195491,28.22935773,7.934862474,20.29449547,18.61070339,15.71559634,19.97217131,15.62660544,468.6697248,159.9082569,0.036697248,137.5317989,342.7431193,2.486238532,94.82568808,12.43119266,D,0.5142757903774072,-2.3530235677463973,0.924294205052006,0.9168355588332633
Asosa,AFRICA,34.53916667,10.065,9.999999997,21.98375015,12.9124999,69.0862976,166.1571869,32.68999977,14.0,18.68999977,20.31166649,22.92833347,24.30666637,20.31166649,1243.0,239.6,1.0,91.98148422,677.7,6.699999997,83.69999999,677.7,G,2.4848517146743894,-1.0872472112568203,0.9862783810463968,0.9732166912409264
Assab,AFRICA,42.73402778,13.01111111,12.00000001,30.83368031,9.34375008,52.4382817,307.4171473,39.73333263,21.91666635,17.81666629,34.36527729,32.25277805,34.5,26.94999981,44.25000001,5.583333335,0.0,38.3904616,15.5,5.666666668,10.83333334,13.0,F,2.1177805558036917,-3.5188481674895535,0.7862568807339444,0.7497149088740896
Barra do Garcas,SOUTH AMERICA,-52.25959596,-15.88787879,33.0,24.64381305,12.46489898,64.07290765,149.3023432,32.89696954,13.44242423,19.45454522,25.26919186,22.61313132,26.05858595,22.47828264,1558.575758,288.9090909,7.03030303,81.9925625,773.1515151,34.24242424,412.6666667,46.33333333,G,2.8700096332612746,-1.0623990546971374,0.9862783810463968,0.9747765420728557
Astana,ASIA,71.42858377,51.16860967,193.0,3.056670976,10.87525903,23.00399194,1399.428761,27.61295333,-19.66217609,47.27512951,18.10699478,-12.81986186,19.73281527,-14.07469777,298.9792746,46.2642487,13.84455959,36.64701857,114.7409326,46.50259067,109.4404145,49.70466321,A,-4.965847467798226,0.002729031175950664,0.9987781731909829,0.9879185031087488
Asti,EUROPE,8.209756098,44.90894309,40.99999999,13.1743903,8.608130036,29.87901301,741.5190221,28.40975626,-0.400000008,28.80975602,12.76626015,4.05243905,22.37154486,4.05243905,651.3658536,79.87804878,32.04878049,27.49472548,202.5609756,120.9756098,139.902439,120.9756098,B,-1.865500059664603,0.6585557833363627,0.5457239819004517,0.5711324116263153
Astoria,NORTH AMERICA,-123.8372222,46.18833333,14.99999998,10.60166677,8.977777545,46.4516978,403.7343546,21.41999969,2.093333276,19.32666651,6.453333314,15.4455555,15.87888877,6.012222258,1946.0,307.7333333,35.13333334,62.59627787,891.5333334,142.7333333,151.2,825.2666667,E,0.45648207532480695,3.083395993285062,0.7493412384716736,0.7400374061658554
Astrakhan,EUROPE,48.01754571,46.35488748,237.0,10.12100912,9.52450776,24.07486851,1123.909221,31.13755278,-8.422362855,39.55991565,22.00421939,-3.41188469,23.87693391,-3.703867804,211.9156118,23.44725738,11.03797468,18.82118627,66.47679325,40.89451477,63.23206751,40.89451477,A,-3.3571361313346197,-0.6470809982643196,0.9987781731909829,0.9886326031282452
Asuncion,SOUTH AMERICA,-57.50554563,-25.31444444,840.0,22.64502978,10.71601189,52.19058898,365.4854151,32.89392851,12.36119048,20.53273806,26.27281747,18.08823411,26.95902777,18.08823411,1426.142857,162.2333333,46.24166667,33.5629173,469.2797619,191.4940476,453.2,191.4940476,E,1.9625816208927935,0.6359362885309395,0.15013175230566536,0.14806771193187138
Bongor,AFRICA,15.36875,10.28229167,8.000000001,27.90156269,13.19062519,59.18614721,212.4862137,39.35000038,17.06250024,22.28750014,26.19583392,26.4625001,31.06249952,26.19583392,779.375,233.875,0.0,125.0998478,557.375,0.0,85.62499998,557.375,G,3.141795527998964,-2.8717239261800227,0.9862783810463968,0.8896396397902809
Aswan,AFRICA,32.88732877,24.09006849,72.99999999,26.58555935,15.24828763,47.24384475,676.8563834,41.7643836,9.489041119,32.27534224,18.90388133,18.90388133,33.86461211,17.48287684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,D,-0.23134211557066342,-3.4839692506654587,0.924294205052006,0.9168415481239103
Asyut,AFRICA,30.94508947,27.44994798,801.0000001,22.21766543,14.13963796,45.85539969,635.2057994,36.96491881,6.131960057,30.83295878,15.1013941,24.59914692,29.17055761,13.72388679,1.952559301,1.0,0.0,31.32417422,1.513108614,0.0,0.0,1.440699126,D,-0.76027053750805,-3.0182970457514067,0.924294205052006,0.9164474467469034
At Bashy,ASIA,75.80555556,41.16574074,27.0,3.774999998,12.17962968,27.14162749,1190.456683,24.21111149,-20.6629633,44.87407515,14.62777774,-9.51543211,16.2993826,-12.76604946,192.4444444,34.11111111,6.074074074,60.61165774,94.59259259,19.62962963,77.55555555,21.51851852,A,-5.054463241284516,-0.35163743398521846,0.9987781731909829,0.987923283174397
At Taif,ASIA,40.41888889,21.29277778,105.0,21.70873015,13.2665078,50.40420176,509.8221383,34.38285704,8.063809612,26.31904727,21.56920638,26.8776192,27.70079384,15.32936507,143.9428571,31.19047619,3.038095239,63.05567405,52.36190476,23.8,23.90476191,24.67619048,D,-0.01892437343666275,-2.8228311052658666,0.924294205052006,0.9168910669749547
Atakpame,AFRICA,1.117528736,7.535057471,29.0,26.4462644,10.25919536,72.40745045,136.4502274,34.62068966,20.45172435,14.16896531,24.61666653,27.03908046,28.03735628,24.61666653,1292.586207,192.0689655,11.13793104,63.26590413,518.4827586,54.03448276,257.3793103,518.4827586,G,3.3617768724393096,-0.8015935096173125,0.9862783810463968,0.9734847421223587
Atamyrat,ASIA,65.19722222,37.82716049,27.0,16.83132709,14.10709879,35.01370974,984.784763,38.72962924,-1.555555569,40.28518493,6.543209888,29.11296279,29.11296279,4.782716062,170.6296296,41.44444444,0.0,91.02285088,98.25925926,1.0,1.0,78.85185185,D,-1.6826705336725534,-3.1639023345645896,0.924294205052006,0.9187890610392194
Atar,AFRICA,-13.05530303,20.52121212,11.0,28.74090958,14.00454564,50.11354169,527.1587635,41.93636391,13.99090906,27.94545486,34.49696974,28.15151527,34.70454615,21.84090909,61.09090909,22.72727273,0.0,124.0436318,47.09090909,2.0,26.36363636,6.0,F,1.5201641133280979,-4.876057838890827,0.7862568807339444,0.7722746697617399
Atasu,ASIA,71.64266667,48.68633333,25.0,4.159666691,12.51133331,25.64848778,1378.594805,29.52400009,-19.25599991,48.78000046,18.87000008,-11.5946669,20.60066704,-13.02399982,236.84,27.48,12.0,22.58415787,76.6,46.72,68.32,52.44,A,-4.90946854154805,-0.4052019597036176,0.9987781731909829,0.988712979053103
Atbara,AFRICA,33.98618421,17.71754386,38.0,29.89188616,15.08684206,52.91585019,486.6278076,42.79473676,14.28421053,28.51052651,33.97807051,24.26008762,34.56184136,23.06271899,48.28947367,22.55263158,0.0,141.310881,42.42105262,0.0,17.52631579,0.0,F,1.597198882372873,-5.231019518055417,0.7862568807339444,0.7747209013390999
Atbasar,ASIA,68.34884259,51.81550926,36.0,2.072800951,11.67384248,23.86747657,1440.333967,27.55833356,-21.35277743,48.91111236,17.86944437,-12.4981481,19.10648134,-15.60046283,300.8888889,43.75,13.63888889,30.94190751,106.6111111,50.33333333,106.3888889,60.75,A,-5.199142878501886,0.03739258326326253,0.9987781731909829,0.9885294026265095
Athabasca,NORTH AMERICA,-113.2875,54.725,4.000000003,1.776041656,11.8729167,26.83144665,1195.902893,22.55000019,-21.70000076,44.25000191,15.35833311,-6.162500136,15.35833311,-13.87916684,480.0,95.0,18.0,68.22658539,248.5,59.5,248.5,65.0,A,-4.605028711019323,0.5722083402190908,0.9987781731909829,0.9882206563708733
Athens1,NORTH AMERICA,-83.39816308,33.94144265,186.0,16.53624554,12.76111114,39.31189941,748.8485705,32.6510752,0.189784951,32.46129067,8.692473186,17.03467752,25.61827963,7.081899612,1264.274194,139.7634409,83.25806452,15.79135653,379.0053763,259.1129032,312.8870968,343.0806452,E,-0.3198706183159354,1.7492499708560751,0.7493412384716736,0.7388296668985421
Athens2,EUROPE,23.72558088,38.03294236,745.9999998,17.11355564,8.438147902,32.06556853,680.5023301,31.84825733,5.546514739,26.30174256,10.91248884,25.81503575,25.81503575,9.382216292,445.5080429,74.89946381,7.222520107,65.04743682,193.6152815,25.13136729,25.13136729,186.1126005,C,-0.7942956522283492,-1.2013909625991535,0.4260344827586204,0.4129223592930845
Atherton,AUSTRALIA,145.4739583,-17.2625,7.999999999,20.72031259,10.3343749,55.41108894,296.3789291,29.50000024,10.8499999,18.65000057,23.08541656,18.53333378,23.86875009,16.6624999,2335.124999,535.1249998,32.62499997,84.59872912,1262.874999,129.875,1105.125,192.625,H,3.83736435453832,2.169992578355114,0.1471103896103899,0.46268532200810936
Ati,AFRICA,18.33333333,13.21875,4.000000001,29.35208321,14.82500029,59.41907978,268.5028687,41.14999962,16.20000076,24.94999886,28.38333321,26.30416727,32.90000153,26.30416727,504.5,173.25,0.0,140.4590416,402.75,0.0,83.00000001,0.0,F,2.58677057404733,-4.339014916647976,0.7862568807339444,0.7111977845102038
Atikokan,NORTH AMERICA,-91.61927083,48.7671875,16.0,2.266927123,12.19531256,25.19038379,1277.169777,24.98124993,-23.43124974,48.41250086,17.08541679,-14.54270822,17.08541679,-14.54270822,777.75,105.0625,24.5625,45.91656399,305.75,93.5625,305.75,93.5625,A,-4.6037749681410105,1.0469501935445662,0.9987781731909829,0.9876577413012747
Atkarsk,EUROPE,44.9968254,51.8797619,21.0,5.233134906,9.425793648,23.57840947,1157.043626,26.3047618,-13.67142854,39.97619048,19.07460304,-2.78730162,19.07460304,-9.011904944,468.0952381,55.0,23.04761905,24.91147087,156.5714286,80.71428571,156.5714286,94.66666667,A,-3.8747198287935576,0.6608530130308219,0.9987781731909829,0.9885918775638977
Atlanta,NORTH AMERICA,-84.3521353,33.86637595,5733.0,16.17488372,11.8743764,37.45856499,750.8735455,31.71691947,0.019431363,31.69748815,8.27825163,17.80133728,25.22623988,6.64639223,1329.337868,146.5135182,85.75353218,16.26556381,400.128554,274.8939473,318.5648003,367.6905634,E,-0.29635289918529306,2.1087444789790175,0.7493412384716736,0.7390340056437933
Atlantic City,NORTH AMERICA,-74.46764706,39.35710784,33.99999997,12.53982841,9.275735182,29.21878343,837.7261191,28.52352973,-3.223529427,31.74705904,22.55980407,14.47401978,22.78921593,2.337254903,1054.5,112.2058824,73.02941176,12.73289905,283.7352941,240.9705882,278.2647059,256.7941176,E,-1.0443049773265578,1.9849855741040163,0.7493412384716736,0.7404635435350397
Atlixco,NORTH AMERICA,-98.43773148,18.91712963,36.0,19.10011567,16.92337974,72.58342192,165.230356,30.43333319,7.116666688,23.31666639,20.07962958,16.89953703,21.10185183,16.89953703,850.5,174.0,3.083333334,99.831643,493.0,19.08333333,268.3611111,19.08333333,D,0.9836046508150115,-1.9768798842500144,0.924294205052006,0.8422817262796095
Atoyac,NORTH AMERICA,-100.437963,17.21851852,9.000000002,27.0222221,11.08518516,78.92871263,73.74630228,33.66666667,19.62222248,14.04444419,27.45740721,26.58518495,27.86296336,26.04074076,1032.222222,263.2222222,1.0,115.6140052,648.5555555,6.0,417.0,19.66666667,G,3.5898410707522026,-2.0463264268923824,0.9862783810463968,0.9740338482834932
Bella Vista,SOUTH AMERICA,-56.53101852,-22.10462963,18.0,23.64583302,11.73796267,59.49992688,295.3632914,32.55555513,12.82777776,19.7277779,26.61388853,19.80740717,26.84074073,19.80740717,1392.444444,185.2222222,41.72222222,37.79074584,508.7777778,171.3888889,451.0,171.3888889,G,2.283026460639156,0.3087654116526684,0.9862783810463968,0.9738965692925674
Atyrau,ASIA,51.90775862,47.10354406,87.0,9.593917627,10.24741383,22.92090352,1281.526966,33.04137934,-11.66551731,44.70689646,22.73141769,-4.622030647,25.11666653,-6.272222245,159.7126437,17.72413793,9.149425287,17.97844479,48.32183908,33.50574713,44.85057471,34.02298851,A,-3.7536825336582553,-0.9932576588754944,0.9987781731909829,0.9883992193020047
Auburn,NORTH AMERICA,-85.43969298,32.6253655,114.0,17.28125003,12.95533627,41.37824045,714.4240626,32.52105271,1.211403516,31.30964908,9.705994163,22.49824571,25.83187138,8.222368471,1441.850877,170.8684211,75.93859649,22.59165585,443.8421053,270.622807,351.4035088,409.745614,E,0.2478914682758632,1.7727105842295756,0.7493412384716736,0.7403054350330799
Auckland,POLYNESIA,174.7910598,-36.91822084,562.9999998,15.20573564,8.112004139,46.35157659,336.3628311,24.20710483,6.714564848,17.49254004,11.62119601,18.79082295,19.3813795,11.10657196,1366.577265,155.2877442,85.23445826,18.38295144,419.0035524,281.964476,291.2024867,415.2895204,E,0.47911090510903803,3.260889338953023,0.7493412384716736,0.7392571120458558
Augsburg,EUROPE,10.88650498,48.37282338,268.0,8.44426307,8.610292296,32.02275014,693.9306518,23.24402989,-3.643283559,26.8873136,17.08893038,1.288121897,17.08893038,0.03905473,868.0671642,107.6828358,46.8358209,29.90229476,309.4925373,145.2425373,309.4925373,154.3059702,B,-2.015560321528955,1.9582388374711577,0.5457239819004517,0.572010111003935
Avare,SOUTH AMERICA,-48.92978395,-23.09290123,54.0,19.52237648,12.54104937,65.99939148,234.6313358,28.21851854,9.216666716,19.00185179,22.18518519,16.62839497,22.18518519,16.55339506,1265.851852,203.2592593,35.0,56.48425752,567.537037,130.4444444,567.537037,154.6296296,E,1.6870988636583488,0.5800586735983074,0.15013175230566536,0.14789198194306988
Aweil,AFRICA,27.39583333,8.766666667,8.000000003,27.3531251,13.63333333,62.57431841,187.9110985,38.59999847,16.81249928,21.78749919,26.1291666,26.2770834,30.1291666,25.63333344,866.5,206.875,0.0,105.2676325,537.25,0.0,132.875,4.0,G,2.6789786447029127,-3.1773996256875945,0.9862783810463968,0.8218528796820778
Koulikoro,AFRICA,-7.547222222,12.88888889,3.000000002,27.38611094,14.75,57.46776835,269.1893107,39.36666743,13.69999981,25.66666667,26.74444453,24.39999962,30.8388888,24.15555636,786.3333333,240.3333333,0.0,127.5214539,579.0,0.0,160.0,2.0,F,2.5058494081445755,-3.52596960368817,0.21374311926605535,0.6193586328429154
Augusta1,NORTH AMERICA,-82.05685514,33.47030673,451.0,17.61951219,14.38207686,42.83715362,738.13039,34.16053207,0.586917966,33.57361422,10.25694749,18.19826319,26.54552851,8.305949739,1171.008869,119.9312639,67.79600887,17.13063671,340.9467849,222.7472284,329.5454545,314.616408,E,-0.2400629855448583,0.9042059977132234,0.7493412384716736,0.7380571994393488
Augusta2,NORTH AMERICA,-69.78739837,44.3203252,41.0,7.218089453,11.31341455,28.35920613,1011.918141,26.91219521,-12.98048773,39.89268289,2.600813022,-5.326016182,19.47276422,-5.697967425,1100.902439,106.1463415,70.75609756,10.33937694,301.9756098,249.4634146,265.3170732,249.6829268,B,-3.239530145122902,2.7148972216914746,0.5457239819004517,0.5488761287228467
Aurangabad1,ASIA,84.39530588,24.74687344,2514.305501,26.1634394,11.96292781,38.50225245,578.7392132,41.29757404,10.22656971,31.07100437,29.03091457,26.20062275,32.70974807,18.32982167,1041.374303,304.0825072,3.699169446,132.9956846,802.0211083,24.27294997,143.3902086,34.88004654,F,2.3188423018717232,-2.9736562245912057,0.21374311926605535,0.44231877967350774
Aurangabad2,ASIA,75.29893498,19.8759716,446.0,25.82074924,13.44362852,49.40197857,362.8778382,39.78923763,12.57668162,27.21255605,25.42107621,24.1935725,30.66745136,21.54039605,709.8766816,161.4058296,1.692825112,111.7053107,464.9080717,8.152466367,149.3542601,34.08744395,F,1.818777568712484,-3.2619040391157155,0.7862568807339444,0.7416425224130215
Ayounel el Atrous,AFRICA,-9.625,16.6625,2.0,29.53124905,13.79583311,50.07559204,437.6510467,42.5,14.94999981,27.55000019,31.55833244,25.19999981,34.19166756,23.4416666,192.0,75.5,0.0,144.2682419,162.0,1.0,61.0,1.0,F,1.8570006920628168,-4.797502544535788,0.7862568807339444,0.7819439450107354
Ayr1,EUROPE,-4.62327044,55.46619497,52.99999997,9.085927747,6.370597506,37.55730208,400.09315,18.49811331,1.535849065,16.96226411,7.798427689,10.38207547,14.21069185,4.560062858,971.0566038,112.0,50.94339623,25.89315684,317.4339623,160.7358491,207.9056604,266.264151,B,-1.4736534702369481,2.8775690890943535,0.5457239819004517,0.5766073945429733
Mwinilunga,AFRICA,24.42666667,-11.73666667,4.999999998,19.48333321,14.58333359,59.08975449,182.3959137,31.08000031,6.400000095,24.68000069,20.09333382,17.05333366,21.25333328,16.8466671,1348.0,266.8,0.0,95.41815491,718.6,3.0,298.0,11.2,G,1.3135854730501173,-1.341248961404631,0.9862783810463968,0.956116710352529
Aurora1,NORTH AMERICA,-104.8351164,39.66370488,540.2429107,9.996255313,15.90579057,40.12749987,863.0020008,31.1198311,-8.517939748,39.63777085,18.46651387,-0.042207412,21.12133804,-0.042207412,410.7754189,63.34871216,11.7558514,48.21051117,164.7740551,39.56805943,146.3227773,39.56805943,D,-2.724324891356454,-1.290919281249428,0.0163298662704309,0.12781749859992486
Aurora2,NORTH AMERICA,-88.19992969,41.84434969,2116.853481,9.581228478,11.35369492,28.20682675,1051.061565,29.51355632,-10.73750608,40.25106232,21.74762509,-4.014520167,22.10009621,-4.014520167,936.1617438,106.043572,34.98387606,31.52571686,308.6875172,133.3901268,308.4832031,133.3901268,A,-2.519719412857408,0.7833482240520042,0.9987781731909829,0.9886232022561603
Austin,NORTH AMERICA,-97.7548212,30.36375319,1044.0,19.63701706,12.25569124,38.62997335,714.0325404,34.89530646,3.174233719,31.72107274,23.30911559,11.56055237,28.06695401,10.49109196,838.6848659,119.9798851,47.4664751,33.38408605,284.9252874,154.7940613,196.6427203,155.3601533,E,-0.09047607353499519,-0.3285497671359706,0.7493412384716736,0.36631930956004566
Autlan,NORTH AMERICA,-104.370098,19.77598039,17.0,22.88088249,16.94901971,67.46160709,221.5900313,34.66470651,9.541176627,25.12352988,24.67843145,21.55882364,25.09607831,19.84117665,1062.470588,241.2941177,3.0,110.6882961,699.1764706,20.0,430.0,50.35294118,G,2.163612124858914,-2.2521950250177736,0.9862783810463968,0.9548001706888122
Auxerre,EUROPE,3.5625,47.82035256,52.0,10.8041667,9.160897475,36.09305096,605.5640353,25.3634616,-0.017307693,25.38076936,11.21025626,6.721794853,18.47307693,3.547115417,675.9615385,65.88461539,45.17307692,11.45064741,183.5384615,146.8076923,169.6730769,162.9038462,B,-1.9258190815395473,1.4878092221414367,0.5457239819004517,0.5775250171417304
Vikhorevka,ASIA,101.2416667,56.09166667,1.0,-0.912500024,11.3083334,22.52656174,1422.697754,24.39999962,-25.79999924,50.19999695,16.31666565,-15.64999962,16.31666565,-18.89999962,365.0,71.0,10.0,63.56576157,178.0,34.0,178.0,43.99999998,A,-5.622221347381291,0.27727878015562507,0.9987781731909829,0.987819994884627
Awka,AFRICA,7.068487701,6.131883325,773.3746498,26.54761792,8.756287562,71.98188094,116.4447828,33.37936669,21.2074556,12.17191109,25.10474818,27.10855435,28.09262509,25.10474818,1827.247929,296.0438048,7.966602527,71.03822342,778.115392,52.22216337,259.0837962,778.115392,I,4.235198498871174,0.07699672057220264,0.21590909090909094,0.2505016796579208
Ayacucho,SOUTH AMERICA,-74.22231183,-13.15913978,30.99999999,16.27379039,14.49758068,80.67393395,73.49230022,25.01612897,7.045161245,17.97096757,16.18387099,15.41774199,17.21666668,15.4053764,567.1935485,115.3225807,5.870967743,83.91194374,321.0967743,23.77419355,152.483871,25.25806452,D,0.24750848414911625,-1.2356714973078269,0.924294205052006,0.9172479671097544
Ayakoz,ASIA,80.43065476,47.96934524,28.0,3.726041615,13.05982144,26.53502498,1369.315234,28.72499984,-20.49285712,49.21785709,17.98571416,-11.77142855,19.87023803,-13.58392862,323.2857143,38.39285714,17.17857143,27.41777672,108.4642857,61.53571429,90.07142857,65.78571429,A,-4.917676283790807,-0.17726866289619456,0.9987781731909829,0.9877401831349325
Ayapel,SOUTH AMERICA,-75.1537037,8.325,9.000000001,27.75555547,10.10370329,83.19728258,46.47378371,34.29999966,22.15555615,12.14444351,27.5962961,28.21481514,28.4407408,27.26481459,1798.222222,271.3333333,26.00000001,56.0234252,708.111111,109.1111111,206.2222223,537.5555557,G,4.42738023290187,-0.061955222904835815,0.9862783810463968,0.9745545079250235
Ayaviri,SOUTH AMERICA,-70.595,-14.87666667,5.000000001,7.338333225,18.19666672,69.82558289,199.7016296,18.22000008,-7.840000153,26.05999947,8.983333397,4.40666666,9.099999809,4.40666666,746.2,164.4,1.0,92.68338776,420.2,8.199999999,353.8,8.199999999,D,-1.8649012468040485,-0.20410955879201975,0.0163298662704309,0.23956379748466178
Aydin,ASIA,27.80597484,37.85089099,159.0,17.62379466,12.51792448,39.93141757,714.423427,35.14213838,3.791823926,31.35031469,9.130188684,26.5665619,26.5892034,9.130188684,671.7924528,135.509434,5.427672955,79.90358811,359.0503145,26.55974843,26.60377358,359.0503145,D,-0.3325310716612171,-1.6404520577522486,0.924294205052006,0.9155556720197826
Ayorou,AFRICA,0.913888889,14.73888889,3.000000003,29.16805585,14.61388906,60.97595723,278.0400187,40.59999847,16.63333384,23.96666463,29.54444377,25.90000025,32.40555573,25.31111081,306.0,117.0,0.0,146.5475515,252.6666666,0.0,47.99999999,0.0,F,2.2926585434634568,-4.584758008672132,0.7862568807339444,0.7547598957305345
Ayutthaya,ASIA,100.582906,14.36111111,78.0,28.03990371,9.808440208,59.75278326,156.3276968,35.88333399,19.4679486,16.41538539,28.03910275,26.16367509,29.78226491,25.89145299,1024.820513,228.2307692,3.679487179,85.52671041,541.6025641,17.75641025,216.025641,44.21794872,G,3.0477909427676737,-2.0473703060604302,0.9862783810463968,0.9735028978922243
Az Aubayr,ASIA,47.70164474,30.38673246,76.0,24.67154603,15.00010982,39.32660635,897.8327436,44.37763239,6.235526354,38.14210646,14.95131572,34.98355278,34.98355278,13.0581141,139.9868421,29.14473684,0.0,93.00147809,80.78947368,0.0,0.0,78.05263158,F,-0.07320763423378521,-4.35959554222279,0.7862568807339444,0.758793063630705
Az Zahran,ASIA,50.16459231,26.31771784,175.6969221,26.27291146,11.12136938,37.2678546,721.9539956,41.23908543,11.40030651,29.83877889,17.85423544,33.57450254,34.5400388,16.9655375,78.71872999,21.48796358,0.0,103.3695775,53.4452143,0.0,0.0,39.31013112,F,0.45275985220043385,-3.9616149144697417,0.7862568807339444,0.771766716514691
Az Zarqa,ASIA,36.08124461,32.06992867,138.5480101,18.14129204,11.45581033,40.38868836,675.1104331,32.65109027,4.291253835,28.35983652,9.464852428,25.69027511,25.69027512,9.464852428,217.5799128,48.29002043,0.0,106.2308334,137.8801669,0.0,0.0,137.8801669,D,-0.9190504912054197,-2.4245644117563865,0.924294205052006,0.916507283699313
Barrancabermeja,SOUTH AMERICA,-73.85405983,7.072222222,39.0,28.16901696,11.32350423,90.6070586,34.59508172,34.68205115,22.18461545,12.49743569,28.18418796,28.51367505,28.56538435,27.68247883,2519.717949,382.2307693,69.30769232,45.45028031,929.3589745,296.1282051,307.4615385,658.1025643,J,5.593250949789618,1.9024012164890054,0.8980272108843527,0.9108954813968155
Az Zawiyah,AFRICA,12.70043103,32.76666667,58.0,19.90869246,9.835488566,39.89837916,562.8931958,32.16896537,7.520689602,24.64827551,14.46724124,26.23793109,26.62528735,12.95172397,243.862069,63.18965517,0.0,95.71566443,146.2586207,2.25862069,9.120689656,139.7586207,D,-0.29144360483123066,-2.239275014754601,0.924294205052006,0.9202393973583711
Azare,AFRICA,10.192,11.68,25.0,26.61266647,15.05933334,57.47025391,285.1493103,39.07999969,12.87600002,26.20399956,26.33666657,24.8626667,30.32133354,23.04199966,751.88,270.12,0.0,140.40745,582.04,0.0,147.8,0.0,F,2.4428918267990145,-3.6143271744618204,0.21374311926605535,0.6032675823463153
Azogues,SOUTH AMERICA,-78.86897517,-2.741059992,71.97998246,14.02789059,11.70943544,84.98482901,51.00166798,21.16771293,7.38855212,13.77916083,14.42904476,13.37880866,14.43437038,13.24386841,842.2411947,105.1400399,45.36260202,26.16705848,287.7824437,151.5596034,253.2848075,160.9783326,E,0.23777226045061073,1.4609460546702278,0.7493412384716736,0.738852612500382
Azul,SOUTH AMERICA,-59.86666667,-36.77645833,40.0,14.55552087,12.94895837,47.05721741,528.3784927,29.85249944,2.335000008,27.51750002,20.68750005,8.221666861,21.21166635,8.221666861,953.275,120.925,39.475,35.76438532,327.65,125.1,305.775,125.1,E,-0.5041798088946571,0.3228972875400698,0.7493412384716736,0.7388557553386128
Babahoyo,SOUTH AMERICA,-79.52277778,-1.7925,30.0,25.2204169,8.731944402,76.50812378,99.23384349,30.87999954,19.46666654,11.413333,26.12388884,24.23777796,26.35222251,24.01722196,1830.4,442.2666667,4.366666666,114.4499362,1215.166667,25.53333333,1162.9,28.06666667,H,4.889166815838207,0.3753757391594298,0.8463961038961035,0.8455892409515349
Babanusa,AFRICA,27.80654762,11.33214286,14.0,28.59136881,14.53273855,59.1106878,233.6893921,40.40714427,15.82142864,24.58571638,27.98095267,26.29880932,31.72500038,25.92499965,481.1428572,126.1428571,0.0,124.0580515,346.6428571,0.0,33.5,0.0,F,2.2612761322758455,-4.171262215902632,0.7862568807339444,0.7526991115021187
