City,Region,Longitude,Latitude,tif_count_2000,tif_count_2021,Area,Brightness,Elevation,Human Modification,2000 Population,2021 Population,Population Change,Crop Land,Grazing Land,Road Density,BIO1 Annual Mean Temp,BIO2 Mean Diurnal Range,BIO3 Isothermality,BIO4 Temp Seasonality,BIO5 Max Temp Warmest Month,BIO6 Min Temp Coldest Month,BIO7 Temperature Range,BIO8 Mean Temp Wettest Quarter,BIO9 Mean Temp Driest Quarter,BIO10 Mean Temp Warmest Quarter,BIO11 Mean Temp Coldest Quarter,BIO12 Annual Precipitation,BIO13 Precipitation Wettest Month,BIO14 Precipitation Driest Month,BIO15 Precipitation Seasonality,BIO16 Precipitation Wettest Quarter,BIO17 Precipitation Driest Quarter,BIO18 Precipitation Warmest Quarter,BIO19 Precipitation Coldest Quarter,Cluster,PC1,PC2,Baseline_Stability,Stability
Belleville1,NORTH AMERICA,-90.0006401,38.5702734,262.2357099,262.2357099,288.6201423,2.979436059,162.9597119,0.750271532,133279.3428,132796.2171,-483.1256505,0.238104704,0.058179793,5770.512647,12.83034167,11.4271152,29.98469872,980.9229065,31.55340033,-6.55638325,38.1097827,19.37246828,0.145941868,24.5127499,0.145941868,974.1132431,103.0252129,51.58344457,18.86991709,292.5124246,184.7882027,270.0829951,184.7882027,B,-1.9181124925833462,-1.0699236561201482,0.6362987886944815,0.6082408447238327
Belleville2,NORTH AMERICA,-77.39054878,44.18577236,81.99999999,81.99999999,98.3995903,1.166776868,216.276,0.68453374,57851.99997,44527.99999,-13323.99998,0.211974169,0.002484664,656.4634147,7.182369523,9.871541535,25.42985688,1041.642644,26.39606071,-12.41799998,38.81406082,9.148859955,-5.129410354,19.61131342,-6.043042497,904.2073171,95.04878049,58.85365854,13.34338948,261.3902439,195.6707317,211.6951219,211.9878049,B,-3.317730985965814,-2.029698748423944,0.5921399730821001,0.6217053427321855
Bellingham,NORTH AMERICA,-122.4708333,48.76226667,124.0,126.0,164.4775262,1.369695374,125.384,0.713167513,73083.99997,110972.0,37887.99998,0.070361777,0.021565074,4913.880952,9.952163507,8.974390968,38.95934907,515.2898417,23.03001579,0.000244887,23.02977094,4.217915081,16.29845565,16.32201058,3.84694697,1132.793651,169.1904762,40.84920635,45.07506477,464.2380952,139.3809524,141.047619,402.0555556,C,-1.351378033590113,-2.268624280045261,0.8620708955223876,0.8645259244510365
Bello,SOUTH AMERICA,-75.55306434,6.333147286,49.28027741,49.28027741,42.66857858,1.526027043,1874.659,0.797035357,290514.1939,595432.3514,304918.1575,0.014486077,0.27713296,5393.638624,18.58434214,9.762167717,89.31639826,40.42156676,24.18444189,13.25451286,10.92992904,18.30898155,18.30618637,18.96562165,18.03365405,2461.837763,316.9777337,95.77975837,36.80750338,809.7360193,334.0254626,682.3455605,691.4016349,M,3.319544229180913,-4.297478297938097,0.986947040498442,0.9910825067005128
Belmopan,NORTH AMERICA,-88.7719697,17.2530303,11.0,11.0,9.911913563,0.526769641,56.308,0.490131057,1352.0,11079.99998,9727.999983,0.113834985,0.048607295,566.7272726,25.39331505,9.991174178,65.38689631,171.8899453,32.64599991,17.36627301,15.2797269,26.82692372,24.81893938,27.11453022,23.05956078,1829.818182,276.1818182,44.0,52.82645624,723.0,156.0909091,612.1818182,317.6363636,J,3.606166469063058,-1.3645377596675254,0.6669134253450442,0.6098471455176989
Belo Horizonte,SOUTH AMERICA,-43.9955784,-19.88118522,997.0,997.0,912.3775188,2.787389276,812.9017076,0.789619755,2980121.0,4389186.999,1409066.0,0.059558827,0.081676793,2856.365095,20.88608332,12.25075726,68.75932355,185.5791883,28.80094161,10.98418259,17.81675913,22.3175187,18.34591012,22.78920467,18.34591012,1498.450351,315.6499499,12.86058175,87.69489783,838.3831495,43.36810431,636.7151454,43.36810431,J,2.3487986565745396,0.10460682079625977,0.8453701380175664,0.8110610145263025
Belogorsk,ASIA,128.4956989,50.90913978,62.00000001,62.00000001,84.60808737,0.707502025,189.009,0.818519204,73389.99984,58943.9999,-14445.99994,0.103206815,0.099726796,193.8548386,-0.408876445,11.7794137,20.51773204,1729.40853,26.40816079,-31.00253253,57.41069418,19.43859396,-18.31268778,19.43859396,-23.11654614,545.8548387,126.0483871,5.0,95.13747541,330.0967742,20.0483871,330.0967742,20.87096774,A,-5.483126420124766,0.4703076173664761,0.9997553017944533,0.9987318585654251
Bemidji,NORTH AMERICA,-94.8952381,47.49484127,21.0,21.0,26.74476447,1.150808,411.126,0.622644248,8731.999992,14177.99998,5445.999991,0.086966107,0.077043739,2941.809525,3.824226141,12.34130941,25.50565138,1293.363368,26.61490549,-21.77166657,48.38657306,18.90654755,-13.07836533,18.90654755,-13.07836533,625.952381,98.52380953,12.76190476,60.79817527,280.2857143,49.28571429,280.2857143,49.28571429,A,-4.435776603852695,0.04792985481061835,0.9997553017944533,0.9986080101984505
Ben Gardane,AFRICA,11.20769231,33.13568376,39.0,39.0,40.07764292,0.396826037,2.199,0.458399667,1243.999999,48834.99998,47590.99998,0.209648104,0.289027354,600.9999999,19.68091583,10.67249966,39.01765823,626.5786743,33.41699982,6.06400013,27.35300064,13.16016674,26.62916565,27.16283417,11.65633392,176.0,32.0,0.0,73.30116272,85.0,2.0,11.0,76.0,D,-0.4904019908900191,2.2638710881044672,0.7541496598639458,0.7281892007203254
Bend,NORTH AMERICA,-121.305698,44.05954416,117.0,117.0,140.0998244,0.607036458,1113.984,0.646925513,50604.99999,99477.99998,48872.99999,0.009629762,0.098197806,7162.632479,7.404509381,15.96615925,47.23656751,658.2919739,27.61254767,-6.186367512,33.79891609,0.238270666,15.54686761,15.84445275,-0.218668076,325.8205128,51.27350428,13.16239316,48.91139789,143.982906,43.15384616,49.99145299,133.8205128,D,-3.1623096356325346,0.6813189412678611,0.33666666666666667,0.41454561478014534
Bendigo,AUSTRALIA,144.2676667,-36.75211111,75.00000001,75.00000001,80.55763722,0.572191878,154.78,0.805470699,59524.99997,56347.99996,-3177.000014,0.004672497,0.123981281,475.0799998,14.23632799,12.02167104,47.44741521,479.8391777,28.52805356,3.191719974,25.33633413,10.1549402,19.2776668,20.1836692,8.407119853,600.3066667,67.62666666,29.74666667,26.91328341,193.1333333,102.7066667,109.2133333,188.7866667,C,-1.125095969178335,-0.24272851342010152,0.8168843283582088,0.7842998169737805
Benevento,EUROPE,14.78871528,41.13767361,48.0,48.0,54.84324041,1.413999949,544.954,0.82422883,91387.99997,52952.99998,-38435.0,0.280819933,0.023246193,2455.416667,14.56492635,9.125540475,35.39955052,624.2568741,28.71125082,2.932541584,25.77870953,11.55493097,22.43287055,22.43287055,7.291031132,807.4375,114.125,28.0,39.34646217,299.7916667,98.66666667,98.66666667,253.4791667,C,-0.7950860409249638,-0.4144265980135886,0.8168843283582088,0.8092441414417968
Bengbu,ASIA,117.3946218,33.29323144,2447.407579,2447.407579,2519.597832,0.300994793,28.12645657,0.738430796,2614767.655,2232307.44,-382460.2154,0.403359219,0.117311044,1256.709921,15.3470192,9.756902878,27.89391979,967.4878828,31.65166257,-3.316732895,34.96839558,26.9137951,2.991216889,26.9137951,2.989635666,761.5207331,189.9348226,21.36752124,80.41316653,413.8511871,69.50324766,413.8511871,69.50324766,H,-0.5821548085568445,0.6934308916118517,0.1681894736842105,0.4472570861334847
Bengkulu,MALAY ARCHIPELAGO,102.2928125,-3.809583333,79.99999992,79.99999994,68.99740955,0.291720891,494.802,0.785159409,272543.9999,293669.9998,21125.99986,0.394863799,0.025873266,987.3589741,26.75592391,7.990805112,89.31510964,24.70317046,31.23106917,22.28517447,8.945894706,26.66619929,26.6845363,27.10836486,26.55139803,3340.333333,394.4102564,188.5384615,24.85051429,1112.217949,584.5512821,699.9871795,1073.051282,M,6.687540690531864,-6.86772329033284,0.986947040498442,0.9913885618717021
Beni,AFRICA,29.43839869,0.619052288,255.0,255.0,219.4552729,0.00332006,1275.485,0.324565835,125069.9999,595916.999,470846.9991,0.233933448,0.175819666,280.9764705,22.73588438,10.40118944,91.33573728,14.64226596,28.5217609,17.13425097,11.38750993,22.68588649,22.70899167,22.93260922,22.59347057,1459.968627,161.9803922,65.5254902,25.22026942,460.4588235,247.3960784,400.3529412,339.9921569,J,3.054457480331108,-1.5506931151643868,0.6669134253450442,0.5914087741913114
Beni Mazar,AFRICA,30.74973776,28.55055361,286.0,286.0,280.1814582,1.12811115,110.711,0.852219444,555858.9991,727752.9993,171894.0002,0.608925106,0.0,220.5629371,21.58764122,14.44916916,46.56769262,646.3931697,36.21642652,5.189601343,31.02682504,14.28013575,25.48670217,28.74244058,12.98399932,4.996503496,1.0,0.0,36.34993058,2.996503496,0.0,0.0,2.996503496,D,-0.46383546072745246,2.981331979291959,0.768027210884354,0.7251209995323854
Beni Ounif,AFRICA,-1.251666667,32.05333333,5.0,5.0,5.07647849,0.600791274,1255.294,0.367040979,96.99999943,5504.999986,5407.999986,0.0,0.678696205,250.1999998,19.939217,14.04676609,37.01173935,846.8674683,40.1385994,2.186399984,37.95219879,18.05039901,30.77733383,30.77733383,9.88243351,118.4,17.0,1.0,41.43094406,41.4,12.0,12.0,29.4,F,-0.7484582241110659,3.5777618258166317,0.871405152224824,0.8574681296166003
Beni Suef,AFRICA,31.07239229,29.10867347,147.0,147.0,144.7832232,2.58520206,290.246,0.835981732,570575.9993,619928.9997,49353.00031,0.483725168,0.0,256.6190476,21.66602652,14.49914503,46.87674443,631.9709211,36.37608724,5.451115482,30.9249716,14.71544317,27.4607118,28.69927044,13.32364164,7.176870747,1.843537415,0.0,43.06896461,4.238095237,0.0,0.0,4.238095237,D,-0.5177383570789403,2.977955851078145,0.768027210884354,0.7234828327135445
Benin City,AFRICA,5.613407591,6.353960396,202.0,202.0,174.9056878,0.833911818,88.996,0.898506917,331307.0,1058244.0,726936.9998,0.277140222,0.138485488,157.8514851,26.29313195,9.06788283,72.86015765,119.9888214,33.42295042,20.97841132,12.44453911,24.71358464,26.94645282,27.78605512,24.71358464,2012.648515,335.2722772,12.44554455,68.33421416,901.3762376,82.28712872,317.4306931,901.3762376,N,4.6446470857115365,-0.8703121957752227,0.9588541666666666,0.9412815059304589
Benoni,AFRICA,28.24135341,-26.13767554,443.8081876,443.8081876,425.4433883,2.55004445,1559.72553,0.896478024,489954.368,1680082.84,1190128.472,0.034349817,0.032789476,7158.673379,15.96284742,13.7161454,57.14922626,374.6152032,25.86948638,1.865125231,24.00436113,19.42267596,10.82575368,19.79250068,10.82575368,730.6752853,133.7019409,3.624557918,78.99096613,361.2576512,17.49854009,345.6893287,17.49854009,E,-0.5996918468926514,0.9339010629035921,0.7067281105990793,0.6112832563584507
Bento Goncalves,SOUTH AMERICA,-51.51949153,-29.15042373,59.0,59.0,58.13857006,1.009092253,250.318,0.717629016,14872.99999,109663.0,94789.99998,0.098993611,0.022050779,701.745763,17.16008885,9.82718083,51.90040323,343.4506205,26.92567809,7.990796542,18.93488195,16.36192907,14.94219786,21.33453104,13.03764111,1690.508475,164.4915254,118.3389831,10.38621505,455.4915254,388.2033898,442.1355932,421.0,H,1.0677026549713524,-4.073530975813193,0.6037894736842104,0.572385053219726
Benton Harbor,NORTH AMERICA,-86.47221102,42.07993952,123.0,125.0,144.9220556,1.003151167,185.074,0.730633179,53822.99997,50958.99997,-2864.000001,0.124405759,0.037012452,4600.671999,9.704427544,9.638048431,26.99029262,962.6687671,27.95033553,-7.752608055,35.70294379,20.58054901,-1.191497383,21.38295354,-2.425382719,945.944,99.776,41.632,21.5223627,279.92,160.52,272.144,173.464,B,-2.3919302947310137,-1.4286274578086955,0.6362987886944815,0.6449230236627806
Benxi,ASIA,123.7757645,41.31444954,218.0,218.0,249.7540031,1.082060853,147.446,0.754730884,906038.9999,933526.9997,27487.99986,0.032674642,0.016282322,906.7522931,7.951718048,10.89645927,24.13423045,1255.179818,28.11206406,-17.03594921,45.14801358,22.40799019,-8.561195194,22.40799019,-8.561195194,796.8348624,209.0688073,7.458715596,103.269728,503.0917431,26.81651376,503.0917431,26.81651376,A,-2.8874258840260043,0.21177895698122948,0.9997553017944533,0.9986400099640034
Berber,AFRICA,33.98,18.045,25.0,25.0,22.62634312,0.053964256,410.924688,0.481745542,19756.99996,44019.99988,24262.99993,0.195049033,0.306643994,424.64,29.77471413,15.54100971,53.19610336,503.2381873,43.10296051,13.88839966,29.21456078,34.14841187,23.90669395,34.56453354,22.76478638,37.24,18.0,0.0,138.646427,33.16,0.0,13.16,0.0,K,1.7596066859777175,5.035490823149266,0.8420803782505921,0.8422839487672914
Berbera,AFRICA,45.00555556,10.44166667,8.999999986,8.99999998,7.875330428,0.179763164,242.3271665,0.475359188,23298.99994,202011.9992,178712.9992,0.0,0.0,885.7777816,29.63990021,8.926102743,41.95225397,452.8096279,41.35475964,20.07980177,21.27495787,28.37397363,35.743003,35.743003,24.86494234,62.88888889,12.88888889,1.0,52.60779995,28.88888889,7.0,7.0,12.0,K,1.5958436362903872,2.847048715997679,0.8420803782505921,0.8065586693469183
Berberati,AFRICA,15.78939394,4.251325758,44.0,44.0,37.96880264,0.001713946,615.484,0.535147386,56660.99998,129758.0,73096.99999,0.269832777,0.243751815,135.7272727,24.3956643,10.96304157,73.75231171,79.33362891,32.37877204,17.51409054,14.8646815,23.7863936,24.4881519,25.53329528,23.59284019,1491.954545,227.2272727,20.59090909,59.45164126,641.2727273,74.77272727,247.9545455,584.4545455,J,3.3861369912111345,0.035146112904360954,0.8453701380175664,0.7977402254136967
Berdyansk,EUROPE,36.7875,46.77034314,33.99999998,33.99999998,42.71522496,0.426147781,13.901,0.832372166,90129.9999,84531.9999,-5598.000006,0.164283801,0.020191022,307.9411763,10.10305135,6.729971717,20.54433665,953.2868939,27.54917066,-5.188034899,32.7372064,17.79888333,16.25337455,21.89655742,-1.444102413,483.4117647,57.0,23.11764706,21.37727681,140.7647059,100.0,136.4117647,136.0,B,-2.414412385118596,-0.6614056493518515,0.6362987886944815,0.6321254300575118
Berekum,AFRICA,-2.596111111,7.458333333,15.0,15.0,13.01838267,0.121909199,274.214,0.851537501,11033.99995,53295.99987,42261.99992,0.45485022,0.372238308,188.3333334,25.85431925,8.639027913,68.61037699,131.9553375,33.10166677,20.50999959,12.59166718,26.26616669,26.6225001,27.50927798,24.15744464,1139.666667,169.6666667,6.0,62.63405101,449.3333333,52.0,263.3333333,348.3333333,J,3.4031087448538613,0.9743058714549929,0.8453701380175664,0.8113769913277938
Berezniki,EUROPE,56.79126016,59.424729,123.0,123.0,208.0634623,1.969425355,150.237,0.764080718,151925.9999,99430.99995,-52494.99991,0.001849228,0.007234899,141.7642275,0.958681857,7.943903035,18.89642768,1230.738086,22.8921789,-19.14636582,42.03854485,12.38725875,-3.9066043,15.9995613,-14.12532516,711.9186992,84.96747967,31.96747967,30.06905151,241.8211382,108.6829268,239.0569106,135.6504065,B,-4.704486506377031,-1.8239736392324668,0.5921399730821001,0.6099574113081369
Bergamo,EUROPE,9.647160847,45.67216833,1191.035895,1191.035895,1466.708694,2.212063367,309.2450665,0.82843754,985189.9626,1188659.575,203469.6121,0.12753452,0.008108517,1805.728525,12.04887007,9.18355944,31.46981652,741.6393276,27.61893871,-1.572264827,29.19120337,17.48635777,2.977889181,21.23689664,2.977889181,1044.36129,117.6862804,45.86824662,26.20858101,325.6413674,174.4407742,293.0692015,174.4407742,B,-1.5122836936605573,-1.5517828539500655,0.6362987886944815,0.6298862346207174
Bergen,EUROPE,5.315357143,60.37099206,210.0,210.0,365.4958553,2.002812248,258.545,0.733761126,223997.9996,190148.9998,-33848.9998,0.004316508,0.000579147,4381.109524,6.970998912,5.571684858,30.45543148,488.2438007,17.09046547,-1.199572328,18.29003754,4.573900144,8.935069879,13.18220908,1.41203189,2362.9,276.4666666,103.8238095,31.43944295,800.9571428,352.847619,465.4,692.2571428,C,-0.5623564439810876,-6.430180560662945,0.7594029850746263,0.7172243709564112
Berkeley,NORTH AMERICA,-122.302559,37.91036192,242.8488362,252.8499963,275.7742198,2.987147904,73.94971415,0.843358151,429457.8131,476936.3456,47478.53252,0.006670396,0.037318819,10303.19766,14.96644808,11.35921426,54.58372757,374.6709905,26.22182903,5.398996133,20.82283261,10.33158611,18.91886403,19.34381414,10.22441345,716.3277827,152.3093793,1.524774462,93.69456872,395.2776627,7.640986273,11.89202052,394.8744595,I,-0.5481977801270609,0.11756580687620495,0.6489057750759885,0.657963151486692
Berlin,EUROPE,13.3866932,52.50390772,1947.0,1947.0,2752.315189,1.769855935,54.37286903,0.784534529,3303618.0,3838977.999,535359.9996,0.044989335,0.002633998,5625.925526,9.303876844,7.849557383,30.3065945,690.6826536,23.69016126,-2.205368769,25.89552985,17.75927554,4.665565567,17.93893718,1.000701403,563.5634309,65.22085259,34.14021572,20.5798163,178.4329738,111.4622496,178.3312789,129.8900873,B,-2.3883950474859157,-1.3297253455735505,0.6362987886944815,0.6345224199036247
Bermejo,SOUTH AMERICA,-64.34416667,-22.72833333,10.0,10.0,9.330367727,0.378922163,1260.823,0.626901081,678.9999996,35640.99998,34961.99998,0.163490693,0.038804837,437.8,22.24196701,12.13836651,52.23057175,413.1846497,32.64939957,9.409599876,23.23980026,26.62429962,18.5984993,26.62429962,16.66309967,1226.6,225.4,5.0,85.00434265,648.8,33.4,648.8,38.2,G,1.8281994713427387,0.9428601728050608,0.8064319248826276,0.6788221052350996
Bern,EUROPE,7.44906015,46.96240602,133.0,133.0,167.6907972,0.700309955,1413.914411,0.807307673,414772.9998,169866.9999,-244905.9998,0.081516736,0.056695209,5985.827067,8.809559417,8.983217999,34.07488262,652.4196695,23.34325524,-3.019992518,26.36324781,15.45530179,2.177630303,16.90468436,0.896362149,1057.293233,124.7067669,63.58646616,22.74959619,341.2481203,192.5789474,337.9548872,200.4887218,C,-1.9416251343145683,-2.3939509125577074,0.8620708955223876,0.85753595494369
Berri,AUSTRALIA,140.5966667,-34.27666667,4.999999999,4.999999999,5.207378507,0.288450501,55.616,0.669136963,762.9999974,2810.99999,2047.999993,0.186876969,0.455794471,183.0,17.1954174,13.98099995,51.29701233,493.8952332,32.20399857,4.948999882,27.25499916,14.25833321,22.93249893,23.33233261,11.12016678,264.0,34.0,11.0,27.18379211,88.0,47.0,52.0,76.0,D,-0.5913477933338799,1.753425485740279,0.768027210884354,0.7140667801330419
Bertoua,AFRICA,13.68333333,4.583333333,1.0,1.0,0.863313291,0.112203175,691.815,0.8432151,622.9999959,2555.000001,1932.000005,0.542394359,0.074092899,100.0,23.85908318,10.53166676,74.06235504,73.49702454,31.03499985,16.81500053,14.21999931,23.36016655,23.81049919,24.83616638,23.06649971,1502.0,270.0,18.0,64.13700867,661.0,70.0,263.0,500.0,J,3.4579426510076883,0.02870233825656405,0.8453701380175664,0.803677832906773
Besalampy,AFRICA,44.4875,-16.74166667,2.0,2.0,1.797336001,5.09e-05,26.723,0.178260174,124.9999992,4749.999991,4624.999991,0.04501066,0.154887495,50.00000061,27.40359116,10.49971294,68.36875915,144.9949951,33.93448257,18.57701111,15.35747147,28.29137802,25.29080391,28.68352509,25.29080391,1202.0,387.0,0.0,141.178833,924.0,3.000000002,588.0,3.000000002,J,4.0484090692045624,1.2871381869021985,0.8453701380175664,0.8109779306737732
Besancon,EUROPE,6.004947917,47.25078125,128.0,128.0,162.2631849,1.099948881,402.5957265,0.744454508,173692.0,115693.9999,-57998.00003,0.055777641,0.012346347,3237.984375,10.20008813,8.576664828,33.94675678,633.0567155,24.25306237,-1.011937479,25.26499957,8.202752569,3.792259146,18.05726734,2.549380247,1133.640625,107.25,77.8046875,11.43819819,313.828125,253.5,265.9296875,277.8515625,C,-1.8213870471324103,-3.1634102101289514,0.8620708955223876,0.8505707619371319
Betanzos,SOUTH AMERICA,-65.45555556,-19.54722222,3.0,3.0,2.739635392,0.022960498,3509.566,0.449916343,18.00000003,5901.999989,5883.999989,0.044939979,0.746905916,118.0,12.8253336,14.99150085,70.85164642,200.7499695,22.31599998,1.156999946,21.1590004,14.65700054,10.25683403,14.84883308,10.01166725,487.0,106.0,1.0,93.36597443,286.0,8.0,245.0,11.0,F,-0.7107419354601983,2.226072815759034,0.871405152224824,0.8576040918535501
Bethal,AFRICA,29.47013889,-26.45138889,24.0,24.0,23.06918281,0.250618426,1632.183,0.692493038,71297.99988,128689.9998,57391.99997,0.313446301,0.223674514,503.2500001,14.49770157,14.44952782,58.07238102,384.3026098,24.47416703,-0.40775002,24.88191716,17.94827875,9.299694379,18.39722252,9.212180535,700.25,127.8333333,5.0,78.70821826,361.75,24.0,329.5,24.08333333,E,-0.5434195878579499,1.3006958059345661,0.7009677419354848,0.6753048742067082
Bethanie,AFRICA,17.15,-26.49166667,3.0,3.0,2.884657505,0.014309672,1017.443,0.33056503,4.1e-08,2585.999994,2585.999994,0.0,0.00447368,232.9999999,19.00208282,15.18183327,55.20466232,455.6159668,32.11399841,4.612999916,27.50099945,23.83049965,13.07016659,24.22049904,13.07016659,105.0,26.0,1.0,99.45160674,71.99999999,5.0,50.99999999,5.0,F,-0.6722752335695036,2.7659516297293036,0.871405152224824,0.8476233443317757
Bethel,NORTH AMERICA,-161.7588235,60.78333333,17.0,17.0,29.96757143,0.27037046,22.231,0.312998353,1293.999998,1068.999998,-224.9999997,0.0,0.0,429.5882353,-0.84690933,7.886965275,22.49275959,1055.769711,17.38217646,-17.68270571,35.06488149,11.12931369,-11.01224512,12.23693152,-13.37475519,421.7058824,81.35294118,13.35294118,58.44725485,195.3529412,45.0,176.0,59.35294118,A,-5.0540869112698585,-1.4127665958706568,0.9997553017944533,0.9988543741994533
Bethlehem,AFRICA,28.30833333,-28.22181373,34.0,34.0,33.20771906,0.33458673,1940.287,0.807379473,38117.99997,70239.99995,32121.99998,0.275403708,0.238873507,503.1470588,14.22778545,15.81781112,54.4152455,479.0325748,26.61638294,-2.453235227,29.0696175,18.85119068,7.821945934,19.43127037,7.821945934,733.0,119.9411765,10.0,66.38409401,325.8823529,38.0,321.9705882,38.0,E,-0.8556278296409834,1.4620054289253797,0.7057603686635955,0.6788947117477987
Bezhetsk,EUROPE,36.69583333,57.79143519,36.0,36.0,58.11696194,0.362676474,153.734,0.496763452,24365.99997,10414.99999,-13950.99998,0.132442849,0.049634521,446.7777777,3.639034576,8.540884495,23.18488799,1009.484443,22.57927746,-14.25894488,36.83822229,15.9335369,-7.77612959,15.9335369,-8.866315153,572.1666667,80.0,23.05555556,37.89630296,217.9444444,77.11111111,217.9444444,91.16666667,A,-3.960929420470135,-1.1280731962437542,0.9997553017944533,0.9992748597965372
Beziers,EUROPE,3.240029762,43.3453869,56.0,56.0,66.26235268,2.036504754,186.093,0.76380391,94615.99994,81657.99993,-12958.0,0.153024566,0.029284462,3907.428571,14.98724762,8.824588111,35.46312148,589.2897284,28.8837392,4.001352655,24.88238679,11.67052782,22.57638431,22.57638431,8.260233249,582.75,80.80357143,17.17857143,32.07524157,193.1964286,86.23214285,86.23214285,167.7857143,C,-1.1144483105806262,-0.23593443037668596,0.8168843283582088,0.8131410905735595
Bhagalpur,ASIA,86.85783555,24.67221864,14793.80084,14793.80084,14009.99108,0.116187138,145.6806032,0.648250919,12961636.59,15460793.68,2499157.088,0.552443778,0.027095135,364.4110745,25.70866263,11.61514615,41.57077184,497.595107,38.2549096,10.30499245,27.94991714,28.57569443,19.8027926,30.90198173,18.7492697,1183.926496,295.4007163,1.955498135,113.6123278,789.3172047,26.24718635,252.7143328,29.26075598,K,2.9085486578991695,3.091311005787734,0.8420803782505921,0.8439976249844163
Bharatpur,ASIA,77.42312362,27.41176678,3374.17418,3374.17418,3270.848548,0.343008114,188.1148264,0.765600379,3462279.081,3852844.437,390565.3561,0.626987935,0.00921005,561.4693205,25.35200869,13.95104459,39.93782285,706.3673173,41.79801608,6.868726105,34.92929006,29.7466046,24.87057755,33.02501577,15.61941865,661.2709122,241.5764914,2.072770008,148.7334063,555.720742,18.07813809,235.5829097,24.29893193,K,2.116215285996453,3.7906884355538466,0.8420803782505921,0.8746444658248607
Bhatpara,ASIA,88.49344078,22.867431,5286.679846,5286.679846,4937.430014,0.451681403,10.99376093,0.77338326,11232193.2,11894334.35,662141.1492,0.470563501,0.001216264,762.573821,26.29072032,10.20351227,42.87200988,411.4705513,35.88742232,12.09847167,23.7889506,28.9370766,20.34190013,30.1378255,20.27776936,1525.799426,314.7155182,3.520590172,96.66059401,886.9392515,38.60028538,432.8669172,38.69691321,K,3.2086612134392936,1.6282790693603404,0.3947281323877067,0.49670346183859754
Bhavnagar,ASIA,72.12256206,21.74450355,188.0,188.0,174.1734673,0.493446783,10.666,0.699593208,574660.9999,707108.9997,132447.9998,0.396999323,0.003547811,623.4840428,27.30920101,12.94794147,46.33626132,399.8833789,39.47487478,11.53565545,27.9392192,28.66910036,21.6706732,31.86011468,21.6706732,610.4042553,197.6382979,0.904255319,139.3925236,471.7287234,3.0,109.4893617,3.0,K,2.162697749365055,3.3080479896741464,0.8420803782505921,0.8742344739886516
Bhilwara,ASIA,74.62677696,25.35306373,136.0,136.0,129.5049017,0.723492119,453.916,0.774657628,300697.9996,482480.9998,181783.0001,0.47691762,0.014410044,280.5808823,25.81843964,13.34619245,41.44894319,572.259022,41.07494231,8.87585302,32.19909012,28.11010724,19.74730882,32.52138101,18.03072033,594.0661765,206.8455882,1.0,151.3581505,505.9558823,7.242647059,58.50735294,7.242647059,K,1.7645513168302132,3.7152763097736816,0.8420803782505921,0.8732220622586848
Bhisho,AFRICA,27.36175711,-32.86027132,129.0,129.0,132.1638793,0.381108246,758.401,0.588320808,36422.99997,138518.0,102095.0,0.073700591,0.290242395,530.6744186,17.66765259,11.22584777,59.24756785,276.3325486,26.59583745,7.648643501,18.9471939,18.84844678,14.72970022,21.05658791,14.21623889,723.751938,94.07751938,20.85271318,43.80731961,258.496124,75.09302326,247.5658915,90.53488372,F,0.17323048413907033,0.2970111285362328,0.871405152224824,0.8598122145886643
Bhiwandi,ASIA,73.07868239,19.34467026,284.829017,284.829017,259.7716517,1.047332064,360.1972985,0.748422852,1892093.542,1627485.916,-264607.6257,0.30605196,0.020872675,1291.887364,27.32256779,10.8134114,52.73090608,231.2959348,36.5047389,15.98583197,20.51890663,28.03442974,25.46775962,30.33355842,24.3121837,2852.321599,1139.015463,1.0,155.8031523,2339.174494,3.0,496.2922542,3.507910351,L,6.884530571590393,-0.3035020126232178,0.8815068493150683,0.8565905416425177
Bhiwani,ASIA,76.01923086,28.4989204,3461.986751,3461.986751,3389.946477,0.246926904,251.5252784,0.730289103,1827208.94,2218062.293,390853.3525,0.619686983,0.013418912,369.5415279,24.83351034,14.5808088,41.43952071,722.3208274,41.0089593,5.827043585,35.18191553,30.01027975,19.04107048,32.6129752,14.90970887,471.7227958,156.0127958,3.689658098,134.5492228,372.2000493,19.27520073,178.2363964,26.08732057,K,1.4228790677586551,3.8820748564563123,0.8420803782505921,0.8744997015845886
Bhopal,ASIA,77.43595571,23.23341103,429.0,429.0,401.7476388,1.181352053,463.944,0.793700802,1527818.0,2305317.999,777499.9992,0.375203124,0.00418144,2014.797203,25.67395196,13.18123682,42.9396439,494.8777816,41.7120768,11.01671562,30.69536091,26.35194288,26.15983302,32.2159823,19.46216691,1163.016317,384.4475525,2.0,148.6933084,978.2587413,13.9020979,105.0909091,32.32867133,K,2.910190516358409,2.8966931075556097,0.8420803782505921,0.868820223234655
Bhubaneshwar,ASIA,85.56765247,20.20832895,2896.10104,2896.10104,2655.676434,0.291504219,89.42088104,0.655918002,2210854.972,3250453.241,1039598.268,0.557170417,0.030246687,166.0978207,26.92264028,9.302229565,44.48372743,331.0005568,35.9921259,15.07106384,20.92106208,28.37340137,22.43972847,30.50308212,22.35671382,1480.882313,340.9763447,6.378643631,99.76750514,893.1563343,41.82533632,310.5405139,63.53681926,K,3.5205994554715057,1.3716602698623308,0.3947281323877067,0.4332231787006135
